tweet_id,user_id,text,url,mentions,lang,favourites,retweets,replies,quotes,view_count,hashtags,wordcount,processed_text,cleaned sentiment,date_created
1819681803604508810,886083200,Piggyvest is a life saver. I'm introducing this to friends too.,,,en,7,2,5,0,1715.0,,11,piggyvest life saver introduce friend,Neutral,2024-08-03 10:28:44+00:00
1819477474595545568,1761141472781279232,PiggyVest go think say I don die ,https://t.co/rME1dNHNjK,,en,3,0,1,0,47.0,,8,piggyvest go think say die,Neutral,2024-08-02 20:56:48+00:00
1819379501471535188,1249897379207286784,Use piggyvest bros,,,lt,1,0,1,1,14263.0,,3,use piggyvest bro,Neutral,2024-08-02 14:27:30+00:00
1819764467078508980,1759572460301672448,Piggyvest needs to stop me from withdrawing,,,en,1,0,1,0,66.0,,7,piggyvest need stop withdraw,Negative,2024-08-03 15:57:13+00:00
1819440896863281310,1081875638573809664,"My female friend sent me a screenshot of her savings in Jollof  and PiggyVest today, I just dey think about my life since then P.S  I already paid for a ticket for the both of us to Attend an Amapiano party together, because she told me she doesnt have money",,,en,56,22,10,0,2969.0,,52,female friend send screenshot saving jollof   piggyvest today dey think life since p.s   already pay ticket attend amapiano party together tell money,Neutral,2024-08-02 18:31:28+00:00
1819659232427307349,77177227,Yeah I dont think doing some kinds of investment types on PiggyVest are for me. Specifically those ones without a maturity date.,,,en,3,0,1,0,477.0,,22,yeah think kind investment type piggyvest specifically one without maturity date,Neutral,2024-08-03 08:59:03+00:00
1819606019531767894,84889356,Person wey get millions for PiggyVest God when,,,en,0,0,0,0,152.0,,8,person wey get million piggyvest god,Neutral,2024-08-03 05:27:36+00:00
1819717090653155801,332682342,"None Cowrywise interest rate is low Saved 2m and didnt even get up to 15 interest Never tried piggyvest but Im sure its low Everyone is talking about Jollof but walahi if you save 2m, they cant give you interest of 250k in a year sef Best is to save in ",,@abazwhyllzz,en,0,0,0,0,80.0,,52,none cowrywise interest rate low save 2 even get 15 interest never try piggyvest sure low everyone talk jollof walahi save 2 give interest 250k year sef best save,Neutral,2024-08-03 12:48:57+00:00
1819435616481788321,1067765448815665153,Is piggyvest better,,@Skillar8,hu,0,0,0,0,141.0,,3,piggyvest well,Neutral,2024-08-02 18:10:29+00:00
1819546636655398958,1705684466130173952,"Hello, I recently updated my piggyvest app, and it keeps telling me to create a pin, which I have been trying to do for the past two days now, yet it's not working. It's keep saying error. Please I need your assistance with this",https://t.co/V0eUcg8rZA,@PiggyBankNG @CNBC,en,0,0,0,0,29.0,,44,hello recently update piggyv app keep tell create pin try past two day yet work keep say error please need assistance,Negative,2024-08-03 01:31:38+00:00
1129397697125990400,158794583,"Imbibe aggressive saving culture, join PiggyVest today",https://t.co/uWl6ZjkQL9,,en,2,0,0,0,,,7,imbibe aggressive saving culture join piggyvest today,Neutral,2019-05-17 14:46:08+00:00
1819455306235343334,932146268171796481,PiggyVest please God will not spoil your good ooo,,,en,0,0,1,0,115.0,,9,piggyvest please god spoil good ooo,Positive,2024-08-02 19:28:43+00:00
1819299280579936356,1800130804841918464,I go collect am put am for piggyvest,,@holardamolar,en,0,0,0,0,53.0,,8,go collect put piggyvest,Neutral,2024-08-02 09:08:44+00:00
1819480272464929078,1516108966018834433,"Why not, when you have Nigerian budget in your piggyvest",,@seun__oj,en,0,0,0,0,30.0,,10,nigerian budget piggyvest,Neutral,2024-08-02 21:07:55+00:00
1819735598703276352,1113366201021939712,"You might whine yourself and put it inside piggyvest first but before month end, it will go round everybody",,@TheAblebaee_,en,0,0,0,0,67.0,,19,might whine put inside piggyvest first month end go round everybody,Neutral,2024-08-03 14:02:30+00:00
1819711923715198987,1612381858024591360,Piggyvest gives interest Even if na 100 dey there now I dey expect 100k before this month end,,@abazwhyllzz,en,2,0,1,0,159.0,,18,piggyvest give interest even na 100 dey dey expect 100k month end,Neutral,2024-08-03 12:28:25+00:00
1819558003894276318,1752945759547211776,Use PiggyVest.,,@TheOliviaSose,lt,1,0,0,0,23.0,,2,use piggyvest,Neutral,2024-08-03 02:16:48+00:00
1819440238869336392,263100403,"The Piggyvest target savings ends of the 12th September, weve saved almost 5m so far. You can click on the link below to join us ",,,en,0,0,0,0,928.0,,26,piggyvest target saving end 12th september save almost 5 far click link join,Neutral,2024-08-02 18:28:51+00:00
1819695860533359002,1017446436,I have been using piggyvest since 2019 and honestly no stories it helps me control my spending.,,@Immaculate_ogbe @PiggyBankNG,en,0,0,1,0,33.0,,17,use piggyvest since 2019 honestly story help control spending,Neutral,2024-08-03 11:24:36+00:00
1819775756970688631,1300426124489617408,Lock 500k in my PiggyVest for later  Ill budget 200k to run instagram ads  Ill use 300k to buy plenty fabrics to make ready made clothes Ill put for saleand Ill flood my social media with beautiful pictures my customers can shop from.,,,en,0,0,1,0,61.0,,45,lock 500k piggyvest later   ill budget 200k run instagram ad   ill use 300k buy plenty fabric make ready make clothe ill put saleand ill flood social medium beautiful picture customer shop,Neutral,2024-08-03 16:42:04+00:00
1819775734673559733,1761889235248762882,Omo cant list them . even savings acct like piggyvest cant list em but shishi no dey ,,@realsoftboy9,en,0,0,1,0,11.0,,18,omo list even saving acct like piggyvest list em shishi dey,Neutral,2024-08-03 16:41:59+00:00
1819448084197527593,711584067,"When my PiggyVest breaks at the end of the year, come and collect everything.",,@ronn_aa,en,1,0,1,0,100.0,,14,piggyvest break end year come collect everything,Neutral,2024-08-02 19:00:01+00:00
1819642530658480442,1127388136802279424,good morning PiggyVest Please I made a deposit to my flex naira its been an hour and its yet to be credited to my flex naira,,@PiggyBankNG,en,0,0,1,0,47.0,,26,good morning piggyvest please make deposit flex naira hour yet credit flex naira,Positive,2024-08-03 07:52:41+00:00
1819447906291929119,1192426189438300160,I fit collect 500k lock 495 for my PiggyVest ,,@khanofkhans11_,en,1,0,0,0,119.0,,10,fit collect 500k lock 495 piggyvest,Neutral,2024-08-02 18:59:19+00:00
1819678844707561891,1460494099119624199,"Na savings app, u fit dey save your funds they like piggyvest",,@lightson_kizzy @Dhavidote,en,0,0,1,0,13.0,,12,na saving app u fit dey save fund like piggyvest,Neutral,2024-08-03 10:16:59+00:00
1819686701125484996,1228614452448284672,I will transfer like 6 million to Piggyvest first,,@Mrbankstips,en,0,0,0,0,8.0,,9,transfer like 6 million piggyvest first,Neutral,2024-08-03 10:48:12+00:00
1819692881801580799,1482390396378533893,"Lmao  This used to be me, but I have a new strategy now. I set a target for my savings, then spend on myself each time I hit 10 of the target. I use piggyvest for the savings and opay for spending ",,@attah_akor,en,0,0,0,0,14.0,,44,lmao   use new strategy set target saving spend time hit 10 target use piggyvest saving opay spending,Neutral,2024-08-03 11:12:45+00:00
1819712478126706867,1742908369692676096,Na PiggyVest I know oo,,@abazwhyllzz @madamayo_,en,0,0,0,0,231.0,,5,na piggyvest know oo,Neutral,2024-08-03 12:30:38+00:00
1819670121855472043,1481635127356628995,"Okay , but I should not accept interest from PiggyVest after keeping my money with them, which they can use to invest for a period of time before I get it back",,@wallayce_jr,en,0,0,1,0,20.0,,32,okay accept interest piggyvest keep money use invest period time get back,Neutral,2024-08-03 09:42:19+00:00
1819398133480095760,1697959726477193216,"Jollof and piggyvest, which do you think is the best",,@SirDavidBent @boyycarl_,en,0,0,0,0,38.0,,10,jollof piggyvest think good,Positive,2024-08-02 15:41:32+00:00
1819612155802468563,1256952984149385222,The PiggyVest,,@black_bhoy_,en,0,0,0,0,24.0,,2,piggyvest,Neutral,2024-08-03 05:51:59+00:00
1105029551510470661,15819466,"Do you know that Piggyvest  is helping low amp middleincome Nigerians, to achieve financial freedom in Nigeria BNSC",https://t.co/T1qcsdJ64f,@PiggyBankNG,en,8,3,0,0,,Piggyvest BNSC,19,know piggyvest   help low amp middleincome nigerians achieve financial freedom nigeria bnsc,Neutral,2019-03-11 08:55:50+00:00
1819407891494731869,1351253574878191618,I check my babe PiggyVest true true she broke de,,@effizzzyy,en,1,0,1,0,422.0,,10,check babe piggyvest true true break de,Neutral,2024-08-02 16:20:18+00:00
1105042899186712576,15819466,"With your monthly savings in your Piggyvest Flex wallet, you can effectively pay yourself a weekly stipend. BNSC BNSC",https://t.co/T1qcsdJ64f,@PiggyBankNG,en,6,1,1,0,,Piggyvest BNSC BNSC,19,monthly saving piggyvest flex wallet effectively pay weekly stipend bnsc bnsc,Neutral,2019-03-11 09:48:52+00:00
1819544976977514974,1055602058,Person no fit laugh again ni. I no get reach 10k for my piggyvest,,@autoac_techguy @Alymz_,en,0,0,1,1,393.0,,14,person fit laugh ni get reach 10k piggyvest,Neutral,2024-08-03 01:25:02+00:00
1819735914106527898,785375818637799424,I hope Piggyvest helps you out Iyawo Otunba,,@obviouslytabs,en,0,0,0,0,49.0,,8,hope piggyvest help iyawo otunba,Neutral,2024-08-03 14:03:45+00:00
1819442855313592759,1087603521992704000,Are they like PiggyVests positive investment No loss. You are sure of gain,,@YoriOlajide,en,0,0,0,0,72.0,,13,like piggyvests positive investment loss sure gain,Neutral,2024-08-02 18:39:14+00:00
1807796060519329951,263100403,20 members on my Piggyvest Target savings and weve saved almost 1.7m. Click on the link below to join ,https://t.co/KaNEX4SomE,,en,0,0,0,1,1696.0,,20,20 member piggyvest target saving save almost 1.7 m. click link join,Neutral,2024-07-01 15:19:02+00:00
1707384332061376579,395425853,PiggyVest social media handler rn,https://t.co/zmOIkwmD2Y,@kk_kado,da,330,7,3,1,11630.0,,5,piggyvest social media handler rn,Neutral,2023-09-28 13:18:41+00:00
1815812462572150818,1241839139210829824,"Date thoughtful people please what do you mean, you havent gifted her 3 years back to back. If he was thoughtful enough, wetin do piggyvest safe lock keep like 45k there each month since her last bday, the money no go reach to buy her gift this year",,,en,1796,485,49,85,104750.0,,48,date thoughtful people please mean gift 3 year back back thoughtful enough wetin piggyv safe lock keep like 45k month since last bday money go reach buy gift year,Positive,2024-07-23 18:13:21+00:00
1816230887018881157,176394559,I need Engineers to understand building a product is usually the easiest part of the engineering journey. Scaling it is another ball game You can build a piggyvest in maybe a month or less say youre a 10x engineer. That doesnt mean you can build THE piggyvest that currently exists in the market,,,en,149,65,11,15,27394.0,,53,need engineers understand build product usually easy part engineering journey scale another ball game build piggyvest maybe month less say 10x engineer mean build piggyvest currently exist market,Neutral,2024-07-24 21:56:02+00:00
1822204093441491092,1158160857576222720,My Autosave has not worked for over a week now PiggyVest why,,,en,3,0,1,0,953.0,,12,autosave work week piggyvest,Neutral,2024-08-10 09:31:25+00:00
1821886362829689191,1360500573175431169,"I don delete my PiggyVest app, next year we go again.",,,en,2,0,2,0,128.0,,11,delete piggyvest app next year go,Negative,2024-08-09 12:28:52+00:00
1822062273805889600,1146665643506380801,How can I change my bank to withdraw funds on piggyvest please ,,,en,5,0,3,1,251.0,,13,change bank withdraw fund piggyvest please,Neutral,2024-08-10 00:07:53+00:00
1795887893946237369,4714760909,Arise O compatriots We have new interest rates.  Check your Piggyvest app. ,,,en,2961,559,254,200,227910.0,,14,arise compatriot new interest rate   check piggyvest app,Neutral,2024-05-29 18:40:14+00:00
1822712038986272789,1684616617844527104,Piggyvest go think say I don die.,,,en,2,0,0,0,47.0,,7,piggyvest go think say die,Neutral,2024-08-11 19:09:49+00:00
1816752148937687058,311609543,What do you know about PiggyVest,https://t.co/qAQHrYMKQl,,en,18,3,19,0,1241.0,,6,know piggyvest,Neutral,2024-07-26 08:27:20+00:00
1301950916988407809,1301698246033760256,Competition race is Over but seems Cup Possession race isn't Over yet as AFCON Trophy Went Missing in Egypt  Sancho 7 Ikorodu Aisha Lucy Piggyvest,https://t.co/wSmunh0hFH,,en,7,0,0,0,,,26,competition race seem cup possession race yet afcon trophy go miss egypt   sancho 7 ikorodu aisha lucy piggyvest,Neutral,2020-09-04 18:31:02+00:00
1301855587895042048,1049589663894261760,Abeg i hope cowrywise is not the same as PiggyVest Bcos this place no go contain us if my 100k goes missing o. I am saving that money for Qatar 2022 World Cup,,,en,37,2,3,4,,,33,abeg hope cowrywise piggyvest bcos place go contain 100k go miss o. save money qatar 2022 world cup,Neutral,2020-09-04 12:12:14+00:00
1301883629933559809,155622317,"Na cowrywise mess up , na PiggyVest dey trend. This is the time to strongly assure your loyal customers.",,,en,9,4,0,0,,,19,na cowrywise mess na piggyvest dey trend time strongly assure loyal customer,Neutral,2020-09-04 14:03:39+00:00
1129362751288221697,203599507,"Have you saved away that 300 naira owo beer with today Join 20,000 Summer Challenge . A secure savings challenge on PiggyVest",https://t.co/2OR4y8Q6Bu,@PiggyBankNG,en,17,8,4,0,,,22,"save away 300 naira owo beer today join 20,000 summer challenge secure saving challenge piggyvest",Neutral,2019-05-17 12:27:17+00:00
1134383951513083904,820648933877837825,Cowrywise or PiggyVest Help please,,,en,0,0,2,0,,,5,cowrywise piggyvest help please,Neutral,2019-05-31 08:59:44+00:00
1128573686045396992,804665731182972928,"Piggyvest is better than cowrywise functionally yeah, but cowrywise has a better user experience. An example of good UX Design resulting in customer loyalty",,,en,24,5,4,0,,,24,piggyvest well cowrywise functionally yeah cowrywise well user experience example good ux design result customer loyalty,Positive,2019-05-15 08:11:49+00:00
1131964692006621184,466656280,"PiggyVest helps me save responsibly and also enables me to invest on the go. Join amp start earning 10  13 interests on savings, and over 25 return on investments. Sign up.",https://t.co/BkHhvg1JeE,,en,0,0,0,0,,,32,piggyvest help save responsibly also enable invest go join amp start earn 10   13 interest saving 25 return investment sign,Positive,2019-05-24 16:46:28+00:00
1131662030233116673,441867670,"PiggyVest's new app interface is a rip off of that of Cowryrise. But user experience comes first so, cool.",,,en,0,0,0,0,,,19,piggyvest 's new app interface rip cowryrise user experience come first cool,Neutral,2019-05-23 20:43:47+00:00
1132710238321352704,337339569,"Because of all the bank charges banks give us, in going to try saving on PiggyVest instead of an account for the next 3 months",,,en,7,2,2,1,,,25,bank charge bank give go try save piggyvest instead account next 3 month,Neutral,2019-05-26 18:09:00+00:00
1130056998215725057,621940352,"Who wants to Join 20,000 Summer Challenge . A secure savings challenge on PiggyVest. Save N300 per day till 31st July and get 20 interest on the money youve saved. Join the piggyvest challenge with this link",https://t.co/yErJXY9gD6,,en,0,2,1,0,,,37,"want join 20,000 summer challenge secure saving challenge piggyvest save n300 per day till 31st july get 20 interest money save join piggyv challenge link",Neutral,2019-05-19 10:25:58+00:00
1120666139774812165,77477257,"I am saving in a lot of places. Stanbic IBTC, Axa Mansard, PiggyVest,Cowrywise soon and church contributions too.",,,en,10,3,3,2,,,18,save lot place stanbic ibtc axa mansard piggyvest cowrywise soon church contribution,Neutral,2019-04-23 12:30:03+00:00
1119877312076558336,449013233,Piggyvest helps you stop excessive spending by allowing you save and invest money you would normally be tempted to spend. Earn Over 10 Interests On Savings. Earn Over 13 Return On Investments.,https://t.co/m25BOj6nPc,@PiggyBankNG,en,2,2,0,0,,,32,piggyvest help stop excessive spending allow save invest money would normally tempt spend earn 10 interest savings earn 13 return investments,Neutral,2019-04-21 08:15:32+00:00
1118424037934477312,69335714,Not even a single kobo in my PiggyVest ,,,en,1,0,1,0,,,9,even single kobo piggyvest,Neutral,2019-04-17 08:00:44+00:00
1123123738084507648,457046742,PiggyVest has done the damn thing with Investify ,,,en,21,10,0,1,,,9,piggyvest damn thing investify,Negative,2019-04-30 07:15:40+00:00
1122748812634796032,370131404,Thrive agric investment on piggyvest invest directly or pay piggyvest 2700,,,en,0,0,2,0,,,11,thrive agric investment piggyvest invest directly pay piggyvest 2700,Neutral,2019-04-29 06:25:51+00:00
1123603798767931394,229217411,I use PiggyVest to save money for rainy days and it has been truly amazing for me. I have a small gift for you. You get 500 instantly when you use this link to sign up on PiggyVest now.,https://t.co/PcczjDthQh,,en,0,0,0,0,,,39,use piggyvest save money rainy day truly amazing small gift get 500 instantly use link sign piggyvest,Positive,2019-05-01 15:03:15+00:00
1095292922839343104,246702059,Becomes PiggyVest,https://t.co/fZr35BFLGH,,lt,0,0,0,0,,,2,become piggyvest,Neutral,2019-02-12 12:05:57+00:00
1101105914013200385,742795009905307648,How safe is piggyvest,,,en,0,0,1,0,,,4,safe piggyv,Positive,2019-02-28 13:04:42+00:00
1097908465211793408,374154387,"Hi Oriaku, Your AutoSave today was unsuccessful on your PiggyVest account. Please login to your dashboard and use the Quick Save button to save manually. ME",https://t.co/P3EAwgNuCY,,en,1,0,2,1,,,26,hi oriaku autosave today unsuccessful piggyvest account please login dashboard use quick save button save manually,Negative,2019-02-19 17:19:10+00:00
1099782279679877120,970255828900110336,"I use PiggyVest to save money for rainy days and it has been truly amazing for me. I have a small gift for you. You get 1,000 instantly when you use this link to sign up on PiggyVest now. save invest inec",https://t.co/u0syiRHVlo,,en,14,9,0,0,,save invest inec,42,"use piggyvest save money rainy day truly amazing small gift get 1,000 instantly use link sign piggyvest save invest inec",Positive,2019-02-24 21:25:03+00:00
1097521873796124674,67276156,"Nigerian fintech startup Piggybank rebrands as PiggyVest as it plans expansion across Africa. An online savings and investment platform, it allows low amp middle income Nigerians to deposit small amounts on a daily, weekly, or monthly basis.",https://t.co/u6Q85X03tb,,en,1,1,0,0,,fintech startup Africa,37,nigerian fintech startup piggybank rebrand piggyvest plan expansion across africa online saving investment platform allow low amp middle income nigerians deposit small amount daily weekly monthly basis,Neutral,2019-02-18 15:43:00+00:00
1098328991100997638,203888559,I don't like big phones so I'm settling for s10e. Let me go and create a piggyvest saving plan for it,https://t.co/9tWqoLrAdw,,en,1,0,0,0,,,21,like big phone settle s10e let go create piggyv saving plan,Neutral,2019-02-20 21:10:12+00:00
1094908334732439557,873925938,They've renamed to PiggyVest.,,@adeyiinka_,en,0,0,0,0,,,4,rename piggyvest,Negative,2019-02-11 10:37:44+00:00
1094897060577529857,1052131507001790464,Thanks piggyvest ,,@PiggyBankNG,en,0,0,0,0,,,3,thank piggyvest,Positive,2019-02-11 09:52:56+00:00
