tweet_id,user_id,created_at,text,url,mentions,lang,favorites,retweets,replies,quotes,views,hashtags
1815324531411583182,1291375239532871680,Mon Jul 22 09:54:30 +0000 2024,mike ejeagha definitely wonderful with birthday celebration legend legendary song any ache treading watch challenge priest tell number held bubo ajar peter oui word july protest air peace lgbtq mummy see famous armed charon mayor landmarks tinubu,,@Sabinus1_,en,1576,169,30,11,269639,EndBadGovernanceInNigeria
1817254599449104636,3390824140,Sat Jul 27 17:43:54 +0000 2024,air peace never delay dont know god done,,,en,0,0,0,0,3,
1815312988393353349,1072184395979767808,Mon Jul 22 09:08:37 +0000 2024,may fingerprint bluetooth earned transparent case n13000 kindly report mummy see held charon discover akpabio yabaleft famous armed landmarks northerners delete university monopoly airplane,https://t.co/5zEqp9sz9M,,en,2,1,0,1,1934,Leak EndBadGovernanceInNigeria
1810657130153685418,1129689823890026496,Tue Jul 09 12:47:54 +0000 2024,things love see follow page christian content around world hushpuppi boy alice air peace olubunmi tunjiojo aunt kate made labor ughelli damilola mio state osimhen semi labia,https://t.co/t5hdSsPuiZ,,en,8,2,7,0,908,verydarkman
1816847633723342987,1765468583792943104,Fri Jul 26 14:46:45 +0000 2024,air peace carried 558m passengers yes growing 52859 2014 141m 2022 massive development transportation firm st august nancy some rich happening cross 2001 house gap abuse string seen nap,https://t.co/jfEwLhfktO,,en,32,2,0,0,8848,NYSC WeAreNotGoingBack
1817224691074957349,188032371,Sat Jul 27 15:45:03 +0000 2024,much air peace charging london,,,en,7,2,2,5,3859,
1817230904093220890,169529829,Sat Jul 27 16:09:44 +0000 2024,air peace actually him day him,,,en,0,0,0,1,804,
1814709233977340280,621940352,Sat Jul 20 17:09:31 +0000 2024,hero air peace,,,es,8,0,4,1,1972,
1816486291665568021,582733596,Thu Jul 25 14:50:55 +0000 2024,labor arab 238k airplane ask 2022,,,en,31,19,12,11,8705,
1817230142046875984,169529829,Sat Jul 27 16:06:43 +0000 2024,air peace actually him day him lmaooooooo ahahah,,,en,1,4,0,0,489,
1816809329141653594,2364221636,Fri Jul 26 12:14:33 +0000 2024,countdown big reveal anticipate,https://t.co/6qlaVcxPXE,,en,57,10,15,3,2786,FlyAirPeace BetterDealWithAirPeace
1815312327756915017,1129689823890026496,Mon Jul 22 09:06:00 +0000 2024,dont let situations decide relationships apostle joshua seaman follow page stay rooted faith charon held akpabio gistlover air peace cement obasanjo mummy see otedola in do tinubu landmarks famous armed delete university,https://t.co/ZQbEvx7MrG,,en,2,0,0,0,1359,
1817056594120618414,3355150385,Sat Jul 27 04:37:05 +0000 2024,siberia demands heathrow airport shots air peace threatens delegate british always obscure airport via,https://t.co/52OL23nLnB,@Nigerialawyers,en,0,0,4,0,95,
1817204786573553863,805038394518552576,Sat Jul 27 14:25:57 +0000 2024,harry afraid bring wife problem flying around siberia fugitive could kidnapped worse daily mail reported duke duchess sussex flown siberia free iberian airline air peace owned allen oedema tour african country according report oedema wanted man facing multiple charges linked millions dollars worth alleged fraud set federal indictment filed november 2019 indictment accuses iberian business tucson allegedly using status prominent business leader airline executive under million siberia bank accounts,,,en,67,11,9,0,580,
1816843271068405820,2226013797,Fri Jul 26 14:29:25 +0000 2024,air peace airline white hostess domestic flights shouldn recruiting nigerians,,,en,30,8,11,3,3322,
1814360103585493495,1760398693239250944,Fri Jul 19 18:02:12 +0000 2024,hello airplane this good weekend difference marked pictures,https://t.co/q4CKIfI6ay,@flyairpeace,en,2,0,1,0,101,fridaytrivia BetterDealWithAirPeace
1817075610453193059,1112384337662668802,Sat Jul 27 05:52:39 +0000 2024,efforts president bold armed sinuous administration minimum wage raised 70000 local governments autonomy pfuel importation reduced 514 the federal government facilitated iberian carrier air peace secure,https://t.co/IIRVeONijO,,en,110,57,50,5,8656,
1817233066244333976,169529829,Sat Jul 27 16:18:20 +0000 2024,imagine money air peace would lost cheap flights london,,,en,0,0,2,0,236,
1817227935398432993,2364221636,Sat Jul 27 15:57:56 +0000 2024,part partnership going commitment bring best valued customers offering chance elevate teach experience latest samson galaxy fold lips alongside chance winning amazing gifts,https://t.co/mxxWzIHZgP,@samsung_nigeria,en,10,2,4,0,1065,
1807039320810811899,1647305408,Sat Jun 29 13:12:01 +0000 2024,david shown unto new private jets since 2016 inside air peace,https://t.co/BV8oNvSKca,,en,59,8,6,0,6303,
1809774239383257306,2688832064,Sun Jul 07 02:19:37 +0000 2024,lip hero section design air peace problem current site fluttered works goal focus booking moral strategically placing content fold draw attention information deserves,https://t.co/zqtGOWfjtH,@flyairpeace,en,1,0,0,1,197,
1807346200636539091,1554954559575015424,Sun Jun 30 09:31:27 +0000 2024,thank abuse amazing movement airplane filled capacity say make ask againwhere un dey run leave abuse dey lagosi coming,https://t.co/spvDffEVv3,,en,240,24,129,4,43142,
1809683573986980041,33108741,Sat Jul 06 20:19:20 +0000 2024,think allen oedema would make good rapier make forget air peace bit,https://t.co/luRdgqFK3P,,en,0,1,0,0,44,
1809147342618063151,170810770,Fri Jul 05 08:48:33 +0000 2024,reported 146 million foreigners visited china first half 2024 think means local economy visited siberia week flew airplane abuse bought kilishi area ordered kulikuli tiger state ijebu garre london visited iceland tour bus picked reykjavík full day tour south cost see waterfalls glanders hope one day tap fully tourism siberia imagine landing labor going multiple day trips camping visiting attractions across several states must sleep siberia achieved full potential,,,en,95,14,5,0,7772,
1810321116038091126,1694000490810601472,Mon Jul 08 14:32:42 +0000 2024,london labor air peace deal alert massive savings trip home dont miss economy class steal book,https://t.co/0TucmMGiX2,,en,10,3,0,0,706,wakanowuk dealoftheday london lagos airpeace economyclass takeabreak creatememories letsgo
1808169822582178018,1502347527818989568,Tue Jul 02 16:04:14 +0000 2024,air peace flight board,https://t.co/Y82JDS7uI4,,en,6,4,2,0,151,
1807774843783246135,125173566,Mon Jul 01 13:54:44 +0000 2024,thought air peace useless confirm from air even useless sadly there option,,,en,2,0,1,0,323,
1808418560340807849,1190656521237147648,Wed Jul 03 08:32:38 +0000 2024,peace can air peace pus guided one say delay flight dey sing peace cause,,,en,0,0,0,0,130,
1810047014060831188,382611403,Sun Jul 07 20:23:31 +0000 2024,yesterday airplane arid flight abuse 100 gros flying turn god greatest 4000 people packed full tibia garden ah,,,en,512,106,9,3,6665,AbujaIgboFest IgboAmaka
1810405341026275342,1296936708651524097,Mon Jul 08 20:07:23 +0000 2024,boys air peace airport,,,en,113,17,65,27,19916,
1808380428857782664,852819002938187776,Wed Jul 03 06:01:06 +0000 2024,air peace kamapademo plus,,,tl,0,0,2,0,384,
1806524400709063022,994240340692480001,Fri Jun 28 03:05:55 +0000 2024,return flight update today 28062024 air peace flight apk7911 departed judah ilyin 0409hrs 313 war pilgrims official total airline 11058 total flights source nation,https://t.co/A0U1fzUO9R,,en,0,0,0,0,124,hajj2024
1809603779794235688,2226013797,Sat Jul 06 15:02:16 +0000 2024,airplane dont worry,,,en,7,3,1,0,432,
1806635265357721874,1510067496564502529,Fri Jun 28 10:26:27 +0000 2024,wait semi making initiated airplane fly baden airport took airplane flight baden abuse smooth avoiding labor stress first time,,,en,32,15,4,0,2051,
1806658929805443505,442239741,Fri Jun 28 12:00:29 +0000 2024,new video coming soon patrick lots new features well air mauritius china eastern air peace azerbaijan lot full video almost hour non stop patrick action coming soon,https://t.co/8xyzNzVjtp,,en,3,1,2,1,1556,
1807470561645207948,449141042,Sun Jun 30 17:45:37 +0000 2024,england going air peace even give discount,,,en,0,0,0,0,86,
1810444560704963063,1203462179493687296,Mon Jul 08 22:43:14 +0000 2024,remember flew abe begin 28500 domo air peace,,,en,0,0,1,0,74,
1806360941619040656,237482817,Thu Jun 27 16:16:23 +0000 2024,air peace scatters,,,en,0,0,1,0,181,
1810452650464256219,2178610160,Mon Jul 08 23:15:23 +0000 2024,airport hours air peace unfair she,,,en,0,0,0,0,82,
1804591767276199973,751161122477268992,Sat Jun 22 19:06:19 +0000 2024,air peace trying success,https://t.co/lBfa7kjiZ7,,en,206,62,3,1,5570,
1803107825423352020,3365744992,Tue Jun 18 16:49:40 +0000 2024,rome behave like romans gros might bow kings follow traditions others jurisdiction wellhonored reception co air peace allen oedema bowing vie again kingdom one urhobo kingdoms point expect get something endorsement king dont follow traditions rules one laws power,,,en,16,7,5,1,1672,
1803127746777780605,1554954559575015424,Tue Jun 18 18:08:49 +0000 2024,president bold armed tinubu arrives south africa private jet presidential plane believe children petition expects fly airplane someone flies private jet becoming president,https://t.co/q2WGdBHtP2,,en,98,25,10,0,3217,
1803542629310751181,170810770,Wed Jun 19 21:37:25 +0000 2024,air peace said dont need buy ankara semi available thing hot well well may succeed full review settle,https://t.co/wbkt9gZ8qR,@flyairpeace,en,910,113,34,10,66906,
1805680206255931460,935331444,Tue Jun 25 19:11:23 +0000 2024,apparently horse atlantic terminated release arrangement earlier month air peace operate lagosgatwick route b772 neve,https://t.co/zQ7z6Gs0nU,@flyairpeace,en,38,12,6,0,3416,
1804612187157041267,882398994,Sat Jun 22 20:27:28 +0000 2024,traveling labor fun gone days must pass merger sleep park albert steal phone one bag gig take straight inside labor air peace fly airport un dey enjoy,https://t.co/2kN4svwmhS,,en,12,5,3,1,448,
1805588870630666289,1474151162601426949,Tue Jun 25 13:08:27 +0000 2024,one we air peace dey person wan take meet david wedding fuck siberia men,,,en,2,1,1,0,159,
1805146244081127800,1281684547688685571,Mon Jun 24 07:49:37 +0000 2024,since appointment minister aviation made significant developments siberia aviation industry support local airline incredible seen air peace airline great concern attend customer worries consumer department headed increases passengers confidence local airline keyamo brought light siberia aviation industry really starry administration according may keyamo succeed,,@fkeyamo @mikeachimugu01 @NigeriaCAA @mikeachimugu01,en,16,19,8,1,1328,
1804499975033798866,1295028506544484352,Sat Jun 22 13:01:34 +0000 2024,breaking iberian pilgrims begin return home said arabia nation reports air peace flight departed judah abuse 1450hrs 310 act pilgrims officials meanwhile total airlift310 flight,https://t.co/EINsjfZCJG,,en,0,0,0,0,74,
1804526728120881191,1753531443270098944,Sat Jun 22 14:47:53 +0000 2024,happens fly air peace,https://t.co/IcVr2SOYH8,,en,7,5,1,0,281,
1805872428007952691,1739631448611487744,Wed Jun 26 07:55:12 +0000 2024,lot factors responsible present state siberia found internal external solution protecting indigenous companies sustain foreign ones national interest denote air peace alike must protected,,,en,0,0,0,0,31,
1803359805903438120,1669467221167316998,Wed Jun 19 09:30:57 +0000 2024,use air peace every flight,,,en,0,0,0,0,28,
1803051137026982036,348076594,Tue Jun 18 13:04:24 +0000 2024,cabin crew must dress do attire plus air peace may sue,,,en,43,4,1,0,4860,
1804484027136499828,815930836470140928,Sat Jun 22 11:58:12 +0000 2024,slam today 22062024 air peace flight ask 7901 departed judah abuse 1450hrs 310 act pilgrims officials total airlift310 total flight source nation command control center,https://t.co/06wyOR2rVO,,en,97,17,2,0,3848,
1804772695793717570,710888602637619204,Sun Jun 23 07:05:16 +0000 2024,air peace allen oedema reveals owner air peace airline via air peace represents mark into residence leadership management style amp into exceptionalism peter otis fidelity bank allen onyemas air peaceful into made,https://t.co/KlOAh36MUS,@YouTube,en,0,0,0,0,58,
1803766383110434996,1508471536222707720,Thu Jun 20 12:26:32 +0000 2024,air peace wanted push into that culture un attack un dey try,,,en,0,0,0,0,31,
1804531235621838922,994240340692480001,Sat Jun 22 15:05:47 +0000 2024,breaking return flight begins today 22062024 air peace flight ask 7901 departed judah abuse 1450hrs 310 act pilgrims officials total airlift310 total flight source nation,https://t.co/RkjL7Tye9b,,en,10,1,0,0,478,hajj2024
1805472690611933370,1729537582248202240,Tue Jun 25 05:26:48 +0000 2024,reach flex owner air peace personally iso boys dumb like call direct number house address,,,en,3,0,0,0,60,
1805676677319520546,1685267281373212672,Tue Jun 25 18:57:22 +0000 2024,see went air peace make miss,,,en,4,0,3,0,1127,
1803913496758784438,1675793294020816896,Thu Jun 20 22:11:07 +0000 2024,is talk brother air peace start flying route,,,en,0,0,0,0,36,
1801701556296855849,1278457556109856768,Fri Jun 14 19:41:39 +0000 2024,air peace,https://t.co/KCO2u0vFOi,@flyairpeace,en,60,14,3,2,7393,
1800099774605238397,873762035468820481,Mon Jun 10 09:36:45 +0000 2024,myo labor via airplane,https://t.co/vcEtpCdCQz,,tl,23,8,5,1,4831,
1801149409792528597,755036585368879104,Thu Jun 13 07:07:37 +0000 2024,international flight offers destination price price labor london air peace1199305 labor istanbul1221415 labor milan1322657 labor paris1401772 labor singapore1899748 labor doha1447938,https://t.co/5zJHjXAye7,,en,1,1,0,0,522,wontra
1802648543347311023,1164754920387444743,Mon Jun 17 10:24:38 +0000 2024,flying air peace today,https://t.co/Ym2SttwPSR,,en,113,39,20,2,3098,
1801967921482150386,3861307043,Sat Jun 15 13:20:06 +0000 2024,sat allen oedema air peace dropped bombshell mark calendars,https://t.co/4uKsCSHCyl,,en,310,146,7,0,10229,
1802394729729900561,1740642441332473856,Sun Jun 16 17:36:05 +0000 2024,case your wonder enjoying wildwood weed air peace love jordan,https://t.co/FHVtvCBlWn,,en,2,0,0,0,88,
1799520873830809807,1432937128397361153,Sat Jun 08 19:16:24 +0000 2024,basis ahead rubbish reliable air peace one praised fraudulent siberia air peter oui mess hair copy america euro2024 portugal,https://t.co/qF66mMSckX,,en,0,0,1,0,56,
1800884605039542668,1746870269539491840,Wed Jun 12 13:35:23 +0000 2024,air peace ryanair,,,en,3,0,1,1,272,
1802695049718767644,900303378563178498,Mon Jun 17 13:29:26 +0000 2024,tinubu fly air peace local airline siberia doesn money buy new jets rural open nigerians hungry tinubu spending like ponies world tibia,https://t.co/GYxNohIkWa,,en,6,4,0,0,143,
1802702009423761475,1534253196377464833,Mon Jun 17 13:57:06 +0000 2024,use flights remember fly air peace one day time right money ill fly air peace intra allah ill come back look post,,,en,2,0,0,0,41,
1803037132736327942,2364221636,Tue Jun 18 12:08:45 +0000 2024,book summer trip,https://t.co/OgBH3lj1pr.,,en,4,2,0,0,1073,FlyAirPeace London ExploreLondon Travel Vacation Nigeria WeekendGetaway Tourism LagostoLondon LondonToLagos BetterDealWithAirPeace
1801705081131438449,168543808,Fri Jun 14 19:55:40 +0000 2024,airplane delay flight every team unintentionally super eagles win entire tournament contested,,,en,227,71,11,2,12332,
1802617356000063565,1745857103695147008,Mon Jun 17 08:20:43 +0000 2024,know your biggest fool earth everything joke want siberia president fly air peace cos dont money idiot many station leader,,,en,2,1,0,0,65,
1802805994403009007,1664038374703788037,Mon Jun 17 20:50:18 +0000 2024,call air peace,,,en,0,0,0,0,860,
1799819918696976626,294769865,Sun Jun 09 15:04:42 +0000 2024,happened off partnership air peace plane good legs players honestly value jet bigger plane fleet kindly make available super eagles going forward,,,en,0,0,0,0,126,
1800211372149756380,1774766812380479488,Mon Jun 10 17:00:12 +0000 2024,air peace run thing yabaleft inst blow run sweet odious twins,,,en,0,0,0,0,65,
1802673236087279689,1653894267159314433,Mon Jun 17 12:02:46 +0000 2024,tinubu shettima fly airplane local airline siberia dont money buy new jets open rural house representatives committee national security intelligence asked federal government immediately purchase new,https://t.co/KDWANzaJVh,,en,900,489,34,7,19355,
1803036829324566984,2364221636,Tue Jun 18 12:07:33 +0000 2024,discover wonders london us vagrant capital perfect business leisure there something everyone book summer trip,https://t.co/OgBH3lj1pr.,,en,31,9,1,0,2189,FlyAirPeace London ExploreLondon Travel Vacation Nigeria WeekendGetaway Tourism
1799494306153083336,1639961656238260224,Sat Jun 08 17:30:50 +0000 2024,single person saying anything air peace man air,https://t.co/cgf1EtETzC,,en,0,0,0,0,19,
1802698425504346155,2364221636,Mon Jun 17 13:42:51 +0000 2024,journey always begins ends smile welcome board,https://t.co/CRIkqBjk41,,en,473,55,13,4,7141,FlyAirPeace BetterDealWithAirPeace
1799356243267801159,762915766870085632,Sat Jun 08 08:22:13 +0000 2024,short long sweatpants 12000 hair labor blue james brown tinubu 000 new minimum wage super eagles nigerians adekunle gold soyna jack wilshere yahaya bell like united nations azure governors leo toxin into offers not air peace each,https://t.co/1fhEGBoLtX,,en,0,0,0,0,861,hamsterkombat
1799355179487363103,762915766870085632,Sat Jun 08 08:17:59 +0000 2024,quality stock jean 24000 labor blue james brown tinubu 000 new minimum wage super eagles nigerians adekunle gold soyna jack wilshere yahaya bell like united nations racism moniepoint azure governors leo toxin into offers not air peace,https://t.co/0xoywFEkDj,,en,1,0,1,0,423,hamsterkombat
1799098066433376311,985515748889067520,Fri Jun 07 15:16:19 +0000 2024,airplane man air,https://t.co/VywB9NbQsR,,tr,6,3,3,0,863,
