tweet_id,user_id,created_at,text,url,mentions,lang,favorites,retweets,replies,quotes,view_count,hashtags
1817951750751433040,4714760909,Mon Jul 29 15:54:07 +0000 2024,POV A PiggyVest user says theyre broke ,https://t.co/N85PfTQTl8,,en,395,50,23,16,21981,
1812859851040543052,1267165753687658500,Mon Jul 15 14:40:44 +0000 2024,"save on piggyvest, you say no. ",https://t.co/i0vn64jB3O,,en,13,5,8,0,1575,
1812540104956649953,3148348920,Sun Jul 14 17:30:11 +0000 2024,Piggyvest go think say I don die.,,,en,4,1,2,1,526,
1817894945216168120,608212695,Mon Jul 29 12:08:24 +0000 2024,Why I prefer Piggyvest as my savings an investment app,https://t.co/kxk6HBocJg,,en,0,0,0,0,65,
1813614317972939087,4883104323,Wed Jul 17 16:38:43 +0000 2024,"We are thrilled to announce our inclusion on and Statistas Top 250 Fintechs in the world, alongside industry giants like Ali Pay, Klarna, Piggyvest and Mastercard This recognition highlights our commitment to innovation and our impact on the technology and payments ecosystem. Its an honor to be acknowledged among such esteemed companies and to be recognized for our work in shaping the future of finance  See the full list here",https://t.co/z4YRmgtzzR,@CNBC,en,26,12,2,0,2766,
1811319457559572628,1519689912886378496,Thu Jul 11 08:39:46 +0000 2024,Piggyvest de madd,https://t.co/4eWt6biAI9,,hu,21,20,12,0,841,
1812408240816177237,1396431065296904197,Sun Jul 14 08:46:12 +0000 2024,"my goal this year on piggyvest was 2m. Ive saved a whooping sum of 3,560",,,en,9914,1889,536,504,343618,
1813251690063167800,142656888,Tue Jul 16 16:37:46 +0000 2024,particularly like that we were included in the financial planning category because it strongly aligns with our vision for PiggyVest. the work continues ,,,en,117,14,2,0,11571,
1817998753850151280,1211194544,Mon Jul 29 19:00:54 +0000 2024,Open your Piggyvest my dear.,,,en,0,0,0,0,114,
1818014724308730249,1317910331432239106,Mon Jul 29 20:04:22 +0000 2024,You can actually use piggyvest safelock your funds amp also save with people.,,,en,0,0,0,0,61,
1815873126737015032,1136421843777269760,Tue Jul 23 22:14:25 +0000 2024,"Hear me out My man N990,000 My piggyvest N5,000 Guiding N5,000",,,en,4720,1480,234,341,561757,
1818023351077556711,999214996553904128,Mon Jul 29 20:38:38 +0000 2024,My interview with PiggyVest. Please read.,https://t.co/MoAIgjd6Qs,,en,13,5,0,0,310,
1814242376111534530,347979550,Fri Jul 19 10:14:24 +0000 2024,"HOW TO INCREASE YOUR SALES USING STORYTELLING LIKE PIGGYVEST. I've been busy a lot lately. But today, I thought to give you a new angle to storytelling that you can use to increase your sales this weekend.",https://t.co/9ECPL8PzFo,,en,11,0,2,0,348,
1818001200572219769,1216752662064115712,Mon Jul 29 19:10:37 +0000 2024,Piggyvest go don taya for me As I Dey save I Dey save myself ,,,en,0,0,0,1,78,
1817489453285359792,907351946734030849,Sun Jul 28 09:17:07 +0000 2024,Me  Saves with piggyvest in the morning. Me  Withdraws in 30 mins. What a life,,,en,1053,310,23,57,50611,
1817501350030102628,1155597966331265024,Sun Jul 28 10:04:24 +0000 2024,"I dont understand what Gtb is telling me, where is my money . I was debited immediately on piggyvest, how come Gtb is telling me they cant find my money Wo, you people should not test me o. Provide my money.",https://t.co/uIjd4Qbrj9,@PiggyBankNG @gtbank_help @PiggyBankNG,en,7,4,3,4,1009,
1817583637443068069,907351946734030849,Sun Jul 28 15:31:22 +0000 2024,Jesus Piggyvest breaking fee is now 3.5 Didnt know o,,,en,18,4,3,1,4423,
1817553108748148885,1558878785268842496,Sun Jul 28 13:30:04 +0000 2024,Link your Pocket app to PiggyVest. Turn on autosave and set withdrawals to midnight. This helps you save money without thinking about it. Delete PiggyVest if you want to avoid withdrawals.,,,en,5,0,0,1,1556,
1817962260700217703,2163135171,Mon Jul 29 16:35:53 +0000 2024,"Bolu of PiggyVest, Yes 2023 was that year. But you see this 2024, Im only trying to save my life. Saanu mi Bolu",,@PiggyBankNG,en,6,0,1,0,342,
1811312412911382543,1462099212515037186,Thu Jul 11 08:11:46 +0000 2024,Piggyvest you can see my love for you is strong ,https://t.co/aCVQ8m2Mdk,,en,7,1,2,0,1192,
1808029852362055931,1098271769226563584,Tue Jul 02 06:48:03 +0000 2024,"PiggyVest's Safe lock feature is bae. Locking  relocking the same funds since this year  I've cashed out close to 200k in interests alone. Once the safe lock opens, I lock again  get another interest lol. The labels feature is also top tier. Now they've even got a House Rent saving feature too. It's like when I think it can't get better than this, they'll floor me with something new Always a PiggyVest girlie",,,en,61,10,6,2,8366,
1807724245427929237,115628224,Mon Jul 01 10:33:40 +0000 2024,"Two emails stand out in the Vantage Book. One from Mr Kayode Soyombo to the founders of Bluechip Technologies and and the other email from Otunba Sho to the founders of Piggyvest Somto, Joshua and co. Both emails, just 2.5 years apart, served the same purpose the place of mentorship in building the future. The emails could have been written by the same person really. Same energy. Those who have been set straight must pay it forward by helping to shape the future. Vantage is available at and on Amazon. PS If you are building in Nigeria or looking to build and you dont read Vantage, I dont consider you a serious builder. You fit just go do brikila dey mount blocks literally.",,@OtunbaSho1 @KazTewogbade @OdunEweniyi @Rovingheights,en,7,2,1,0,4094,
1810293188084498592,411646151,Mon Jul 08 12:41:44 +0000 2024,"What Ive learnt in 2024 You will take women to club and flex, then they flex and send streak on your finances, you will be recouping while they keep stacking up on PiggyVest. Its not worth it kids. Rather spend that half a mil on a gadget you dont need or buy gold, if you dont have a parent to send it you. Long story short, nothing dey awsyd.",,,en,3689,1165,88,117,384646,
1807845530342416528,1214605449728843780,Mon Jul 01 18:35:37 +0000 2024,HOW PIGGYVEST CAN HELP YOU ENABLE YOUR FINANCIAL PRUDENCE FROM MY OWN EXPERIENCE WITH THE APP.  A thread. I am going to try to make this as relatable and practical as possible. So lets go,https://t.co/vyPETB8YSB,,en,128,51,9,3,18454,
1808140919633330672,466656280,Tue Jul 02 14:09:23 +0000 2024,"This new PiggyVest interest rate is sweet oh, saw the alert and I was very shocked. Thank you ",,@PiggyBankNG,en,111,8,3,0,7773,
1807716025636388865,3108236619,Mon Jul 01 10:01:00 +0000 2024, Piggyvest is so tsundere and I love it.,https://t.co/LYZFMsvpLL,,en,6,0,0,0,836,
1810976469855703327,1314709975906873345,Wed Jul 10 09:56:51 +0000 2024,"If anyone on ng twt ever sends me death threats l, Im going to go into my PiggyVest, take all the money there to Panti police station to use that money to help the police find you and to help me lock you up for attempted murder.",,,en,95,32,2,3,6721,
1807776035422806233,94210183,Mon Jul 01 13:59:28 +0000 2024,dont suddenly slump amp die in June remember the hustle is for the living BuyOneGetOneFree warehoused clearance sale Canada Unilag Nedu PiggyVest Joke Silva Akoka Zaria iPhone 12 First Lady ,https://t.co/rIG67RmYPa,,en,0,0,0,0,386,
1809666825191580009,2426316045,Sat Jul 06 19:12:47 +0000 2024,"Abeg, whats the skills involved in imagining peoples password Na to just Dey login into peoples bank apps amp starting transferring money from their account to my opay amp piggyvest accounts ",,,en,7,3,3,1,630,
1807325886192001094,4882730440,Sun Jun 30 08:10:44 +0000 2024,Which is better Piggyvest Or Cowrywise,https://t.co/Sx0M5sZOLr,,en,19,9,8,2,3151,
1810322801468809454,1015617840446140416,Mon Jul 08 14:39:24 +0000 2024,I wish piggyvest had virtual dollar card,,,en,0,0,1,0,229,
1809689664346787958,869530262161567744,Sat Jul 06 20:43:33 +0000 2024,"Only 14 of Nigerians earn more than N500,000 per month  Piggyvest Savings Report, 2023",https://t.co/XVGgVzEpun,,en,17,16,4,3,6569,
1807722391574905245,1072921910655246336,Mon Jul 01 10:26:18 +0000 2024,"Respect yourself, PiggyVest",https://t.co/94NeJZOWSQ,,en,1,0,0,0,203,
1810020314081829275,1213072998174904321,Sun Jul 07 18:37:26 +0000 2024,"Just checked my target saving on piggyvest and Im smiling ear to ear . The target I set , Im to meet up by December, but its mid year and Im just left with 10 to meet up the target  Well done Nma ",,,en,25,3,2,0,686,
1808536310719860795,840877730472329216,Wed Jul 03 16:20:32 +0000 2024,Anytime I login to my piggyvest. E dey be like say my money dey reduce. Ahn ahn,,,en,7,3,1,0,412,
1809554518159294894,1227516763,Sat Jul 06 11:46:31 +0000 2024,Piggyvest i need you people to be serious with your dollar rate ,,,en,0,0,0,0,123,
