display_name,username,user_description,user_id,followers_count,favourites_count,avatar,is_verified,following_count
PiggyBankNG,PiggyVest,"Save, Invest and Grow your money with ease. Earn 8-17% on savings and up to 35% on investments. Download Piggyvest on iOS and Android. This is our ONLY page! ⚠️",4714760909,200298,7556,https://pbs.twimg.com/profile_images/1742154486989099010/Sc4jRFll_normal.jpg,False,21
Fel_Steve,Savage Gentleman,Jobber for @houseoffelsteve @stoffabyfs @felstevewomen @debayusnigltd_ @thefelstevecare 📧:ceo@houseoffelsteve.com | Horror | Football | Deism,271100891,16064,3614,https://pbs.twimg.com/profile_images/1806673443829469184/aRvdlU7a_normal.jpg,False,4624
OB1NNA_1x1,KING Austin,"To be a master in life, you must submit to a master!",1744776939712184320,281,174,https://pbs.twimg.com/profile_images/1751000716007669760/CwZiFfBY_normal.jpg,False,269
anike_akoriola,🥰 ÀNÍKÉ of ÌBÀDÀN 💕,Allah 1st||Family||Humanity||Rotaract||Craving Ease||MUFC❤️ Business @lades_deli @1704essentials,2163135171,11679,39393,https://pbs.twimg.com/profile_images/1774562506444247040/feXbFt_j_normal.jpg,False,8785
originalcyndy,Ugy _ yugyfoods,I'm a proverb 31:17 woman,131986785,61,143,https://pbs.twimg.com/profile_images/1091235532791824384/hoAu2M2R_normal.jpg,False,148
sholawa,R&F,The goal remains the same.. Flourish! I curate the best human hair at factory prices via @thairbeautycoop | Certified Cloud Engineer 🚀#Winning2024,200088029,4484,6259,https://pbs.twimg.com/profile_images/1760928382479437824/Modf0Oqy_normal.jpg,False,1201
_Moyoma,Moyoma🍒 Yomascents.ng,Luke 1:45 ll Real estate || Perfumery @yoma_shortlets || Sales and Recommendation of perfumes.,1558878785268842496,2508,2687,https://pbs.twimg.com/profile_images/1803824011090006016/9nFgt4OK_normal.jpg,False,1275
J0shuaOnX,Josh 🔴🇳🇬,"❤️ LET LOVE LEAD ❤️
Arsenal's favorite fan.

~ PO is coming 🇳🇬

#COYG",1312789636608131079,73,25183,https://pbs.twimg.com/profile_images/1781307411917115392/3rypuiYG_normal.jpg,False,249
_Ievon,amaka. 🎀,🎧0 stress.,1396431065296904197,203,8268,https://pbs.twimg.com/profile_images/1685989540597547008/zg_AJmBI_normal.jpg,False,142
a__vanita,Anita Vams,"Owner, Shopvams. Perfumery and Aromatherapy | Brand influencer | You can send a message on WhatsApp for more inquiries https://t.co/ZbM7AK5pXY",907351946734030849,109904,14631,https://pbs.twimg.com/profile_images/1502654714101571587/So7lXxIm_normal.jpg,False,9111
theflutterwave,Flutterwave,"Experience endless possibilities today🦋 - Sell online, process payments, build products, with ease. || Global Support: @FlwSupport",4883104323,147767,1947,https://pbs.twimg.com/profile_images/1494705653549572099/w3TvsL60_normal.jpg,False,27
tosyn__,:La belle:,• Kuroko’s side piece • I crochet • Med student • feminist,1207559477244895232,11623,26435,https://pbs.twimg.com/profile_images/1413878511673257988/8Rl8Vmvv_normal.jpg,False,1863
ay_plenty,LOBAR ™️👨‍💻,"Product Designer ®️ • SaaS ~ B2B ~  B2C•  Mobile Apps, Websites and Dashboard Design",992792386362363904,603,10904,https://pbs.twimg.com/profile_images/1778923821740797952/Jc7FAAko_normal.jpg,False,638
AScully789,TARNISHED ONE (ikorodu nanami),"i was 16 with the rusty dots
where do you think that i got the name from?",1370357840674758657,1222,326306,https://pbs.twimg.com/profile_images/1802262981968822272/pl6vLbWN_normal.jpg,False,4970
ThePengPetty,Petty,"6ft Igbo Babe! Witty, Petty, Pretty & Paid ❤️💡.  I identify as petite🐒",1371553837308346371,18640,44122,https://pbs.twimg.com/profile_images/1734534145840177152/loVEUUig_normal.jpg,False,836
sophia_aloko,FK.’s MD,,4855625471,996,21682,https://pbs.twimg.com/profile_images/1565992020220444673/Wbjp7j2F_normal.jpg,False,441
BankoleBbanks,Biodun Akinware,,1211635651671494656,341,66487,https://pbs.twimg.com/profile_images/1815646438778458112/WW_oQcnM_normal.jpg,False,1167
nellyagbogu,Naijabrandchick,Online Business Coach|| Helped Over 10k Clients Hit 7 Figures Using My DSI Program|| I Help SMEs $ell In $Millions At NBCTradeFair|| TedX Speaker||,347979550,11394,11511,https://pbs.twimg.com/profile_images/1631722238532624385/r9iTWnxK_normal.jpg,False,987
Thecreativemena,Orezi Mena,God. Blood. Sweat & Pixels,411646151,12732,36705,https://pbs.twimg.com/profile_images/1748043121991057408/mpKu-AH1_normal.jpg,False,5565
DrAlemz,Dr. Alemz📸🇨🇦,"Portraits • Events Photographer • Purity Advocate • Serving @PowerPointtribe. If you bring love my way, I fit slap you. 🤲  Meanwhile, Jesus loves you. ❤️",1462099212515037186,7474,31777,https://pbs.twimg.com/profile_images/1783501455648808961/HovLYAWH_normal.jpg,False,3207
paragayoudothis,AjelojuoniLe😂❤️,Around you everytime 🌚👀 HALA MADRID🤍❤️ “Don’t take me serious” 😂,1519689912886378496,9972,493756,https://pbs.twimg.com/profile_images/1763435880604139520/R7A_rSaF_normal.jpg,False,2158
jb_favour,⁷𝗧𝗵𝗲𝗚𝗵𝗼𝘀𝘁𝘄𝗿𝗶𝘁𝗲𝗿 𝗝𝗕,"Ghostwriter & Content Writer | Grant Writer for NonProfits scaling to $1M+ in Fundraising | Asana & Grant Manager 
| Founder: @faves_pen , @RuovaConsulting",1098271769226563584,1128,10360,https://pbs.twimg.com/profile_images/1797940170043334656/VMoybSZn_normal.jpg,False,882
Yinkaoke,DataBender,Feminist | Data | Enjoyment Unapologetically Black!,207457948,4914,42660,https://pbs.twimg.com/profile_images/1668685559181582342/j6rU7S0S_normal.jpg,False,1010
Rihanatsona,RIHANAT IS A LASHTECH🫶🏾,5’4|HOPELESS ROMANTIC ♑️|ISLAM🫶🏾|FEMINIST| I DO MISANDRY |MAIN CHARACTER|SELECTIVELY AVAILABLE|Advocate for CHILD PROTECTION 🫶🏾|🦄Nicki FOLLOWS| #PBD VENDOR,1314709975906873345,5908,470910,https://pbs.twimg.com/profile_images/1810013469581742081/yHDdbLPp_normal.jpg,False,1280
jemmyajibola,BigJemmy,PATRONIZE ME   😊😔….,1157265391179186178,4751,249712,https://pbs.twimg.com/profile_images/1771303647734853632/fL9pU160_normal.jpg,False,3038
fazygodspower,Fazy,"You've found Favour 🫶🏽
Social Media Strategist and Data Scientist (in view).",1262591783202181121,2088,90667,https://pbs.twimg.com/profile_images/1711716326790639616/kY9eHSG2_normal.jpg,False,737
modupe_esuola,Dangerous Weapon😈,Multiple personalities…who would you like me to be?,767605960110112769,1408,27185,https://pbs.twimg.com/profile_images/1798826280114130944/8IqKr2MC_normal.jpg,False,1209
KoredeOlawale_,Cocopops 🌸🌸,"Microbiologist ||
University of Ibadan alumna ||
Budding Data Scientist ||
Feminist ||
ScolioWarrior with Titanium spine ||
GGMU ||
Semo advocate ||",3234190068,2788,17522,https://pbs.twimg.com/profile_images/1785614610613030912/OiXK5JvE_normal.jpg,False,2426
__khalid101,kHALID 🪐,NaCl{ed}. NSNV,4882730440,7730,34226,https://pbs.twimg.com/profile_images/1799505444496404480/vmN1kLTF_normal.jpg,False,5792
omobolajiiie,boj!,just me. chief of staff🧍🏾‍♀️,1371781019775406085,886,14404,https://pbs.twimg.com/profile_images/1804625243656400896/KNPMdpXG_normal.jpg,False,737
Paulechidi,Chi Di🍀,"iWrite, Stoic, Data Analyst, Phillipians 4:13.
  How can i lose when i came here with nothing?",2717663955,8710,125722,https://pbs.twimg.com/profile_images/1707698390853660672/qA4hyK9f_normal.jpg,False,6518
AramideOyekunle,Jobs with Aramide,Welcome to my Page. I tweet/RT Verified job vacancies. #Jobs #FullTime #Remote #HybridJob #Ad #JobPost • DM or: jobswitharamide@gmail.com /WhatsApp: 09052335205,869530262161567744,119027,531,https://pbs.twimg.com/profile_images/1674841291908169728/gtKEIq6V_normal.jpg,False,28
Agozie_u,Agozie,Day dreamer. Under Construction. Cook🍽,1313504786529087499,686,2031,https://pbs.twimg.com/profile_images/1474474273192435719/r0EIU25-_normal.jpg,False,354
UnusualStanlee,Buchi,"I share my thoughts on politics, football, music, and life in general..also... i love African soups. Not the person on my avi.",1150907500385984512,9766,207656,https://pbs.twimg.com/profile_images/1391159985661489159/DkEYuJsU_normal.jpg,False,5505
Premier_100,Premier💯,Digital Citizen • Techie • Thread • Ekiti • DM for Ads and Pr📥,840877730472329216,52391,342049,https://pbs.twimg.com/profile_images/1515188604586319872/I3ZEXivG_normal.jpg,False,10400
geezedbee,GZB,"Avid Problem Solver | Strategist |

🧘Music Analysis | Economics | Research | Real Estate

#MUFC #GGMU #AjalaTheTraveller🤸♥️",173964397,2170,35452,https://pbs.twimg.com/profile_images/1770839304903831552/1ETJUHxw_normal.jpg,False,2343
_msfayy,fay,je parle juste,1252897738448080898,9982,20372,https://pbs.twimg.com/profile_images/1809667338872016896/KLGbUbUS_normal.jpg,False,589
nma_black,🦋 Chef Nma 🧑🏿‍🍳🦋,Certified Chef 🧑🏿‍🍳 | Food content creator @nmasflavour | Your weekend food plug | To order - https://t.co/fkOKaLWavD,1213072998174904321,5568,74871,https://pbs.twimg.com/profile_images/1809599183763963904/vxIosRN3_normal.jpg,False,3936
