display_name,username,user_description,user_id,followers_count,favourites_count,avatar,is_verified,following_count
Julie__xo_,Juli'm,Jesus girl || B.A International studies and Diplomacy || NYAN ❤️,1203462179493687296,811,25775,https://pbs.twimg.com/profile_images/1556761389091459074/1J8ZIrt0_normal.jpg,False,670
drpenking,Dr Penking™🇳🇬🇦🇺,"MBBS,MPH,MBA,Ph.D,MRCP|Creative Writer & Novelist|Creator|Medical Doctor|DM For Ads and Promo 📧",1647305408,192906,92330,https://pbs.twimg.com/profile_images/1661470946694254592/264o4zRV_normal.jpg,False,781
Jersda94,Damilola,"..NATIONS ROB THE POOR UNDER THE COVER OF LAW~Jean Lafitte🏴‍☠️🏴‍☠️ || Seyi Makinde follower, fanatic and fan || FRONTEND 👨‍💻 || CRYPTO|| BP: @Cartagena879",1510067496564502529,1127,21489,https://pbs.twimg.com/profile_images/1807427979326197760/oElxdrEp_normal.jpg,False,1061
Bodemula,Zik of Kano,"To whom life is given,death is promised",1277005535464902663,983,40178,https://pbs.twimg.com/profile_images/1604972859268505600/gm9XbUMn_normal.jpg,False,1207
bolfak,"1/2 Human, 1/2 Amazing","Hedonist + Dudeist,  not a Christian, not a Muslim, not an Atheist.  Just vybing. Tech + Fossil Fuels. I know a lot about a lot",43179048,767,1984,https://pbs.twimg.com/profile_images/1773737429670809600/jLnDr5ni_normal.jpg,False,751
carterr4pf,ODG,.,1451979693201231874,58,165,https://pbs.twimg.com/profile_images/1582010652150960130/Khtwjeut_normal.jpg,False,141
labitheking,labitheking,yup I am actually a king,910980567637872640,409,15482,https://pbs.twimg.com/profile_images/1755109174185279488/9U1-FAOM_normal.jpg,False,376
WakanowdotcomUK,WakanowdotcomUK,Taking you to amazing destinations in Africa and around the World.,1694000490810601472,16,19,https://pbs.twimg.com/profile_images/1807736024576970752/1ylPWTRS_normal.jpg,False,7
jaymilayusuf,Jamila Yusuf,I love being meeeee,2226013797,1369,40347,https://pbs.twimg.com/profile_images/1795795189727961088/a5cJdQwf_normal.jpg,False,469
banks_4r,bankolé,my liberation notepad 📝,1193308034,1623,80462,https://pbs.twimg.com/profile_images/1809874039826956288/CEsDm10w_normal.jpg,False,1152
big_cas4,𝐂𝐚𝐬𝐩𝐞𝐫🍃❤️,HP⚡|| 🦅❤️ || Arsenal FC❤️ || Communication Student 🗣️,1548278337306472450,1488,21223,https://pbs.twimg.com/profile_images/1785080595426541568/j8v8kAiP_normal.jpg,False,1727
Olaolu_XX,thirty200lz🍊,"yeah, you know how this life goes.",1321864100780167168,262,3287,https://pbs.twimg.com/profile_images/1810318806327099392/-jugeVuE_normal.jpg,False,418
marks_apos94210,Henry Obi,,1689971201995833344,74,1293,https://pbs.twimg.com/profile_images/1690934771847954433/bx5exbil_normal.jpg,False,94
StarBoiGidi,STAR⭐ BOI_ GIDI💎,"Crypto enthusiast-_--Airdrops & Legit Mining Platforms

DAY 1 FC ❤️🦅",1288618252827004928,387,6191,https://pbs.twimg.com/profile_images/1816902904709521409/YVsDH-ao_normal.jpg,False,361
Kachi_Amobi,Amobi Kachi,"Igbo History/Nation ✝️
Coastal Igboland
Aro Kalabari
Ubani
Etebu Nembe
Akassa
Opobo
Igbo Okrika
Aboh",751161122477268992,4397,15879,https://pbs.twimg.com/profile_images/1663834318349692933/fBY3BU-Z_normal.jpg,False,6
Onsogbu,Pst Okezie,"Social Media Influencer.
Gallantly standing on the MANDATE of President Bola Ahmed Tinubu GCFR.
An Arsenal FC fan.",1554954559575015424,33294,31954,https://pbs.twimg.com/profile_images/1787136757193990144/zboho_IJ_normal.jpg,False,5206
OniovosaHope,Irikefe Hopez,Impossible is a word only to be found in the dictionary of fools | Digital Marker | #urhobo | EduTech | FC | Philanthropist 🇳🇬🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿,3365744992,1181,5187,https://pbs.twimg.com/profile_images/1645090539010760705/nCY8yUjH_normal.jpg,False,1016
ace_supafly,Ace Supafly,"R9 is the 🐐.
A very proud LAGOSIAN.
Team Nigeria 🇳🇬🇳🇬🇳🇬.",105219241,439,40609,https://pbs.twimg.com/profile_images/1781789234539433984/X_mmfm59_normal.jpg,False,282
avinngblog,Aviation in Nigeria,"Civil aircraft in Nigeria

Future account: https://t.co/UivJgDFOtv",935331444,2291,294,https://pbs.twimg.com/profile_images/2824174940/822e3a6194dd564a8b1328635ed78438_normal.jpeg,False,0
sakpo0007_,Sakpo,Use Your Head! || DM For ADs & Promo or send mail to: sakpo007@gmail.com 📩 || Music & Brand || || $FTM || WAGMI || Ayra 🌟 || PARODY ||,1281684547688685571,103961,167157,https://pbs.twimg.com/profile_images/1527555326068805634/G-SdXvmB_normal.jpg,False,425
taadelodun,Toyyib Adewale Adelodun,"Life Coach | Civil Engineer | 

“Every man has two lives, and the second starts when he realizes he has just one” — Confucius",170810770,265488,12659,https://pbs.twimg.com/profile_images/1685097982604009472/6ELIbaET_normal.jpg,False,7331
iambankalat,BANK ALAT,"MY MUSIC TRAVEL NO VISA ✈️ Raw talent. I’m not new to criticism, AFRO BENEDICTION ✝️                                  center of attraction EP out now 🔥 👇🏾",882398994,3314,62088,https://pbs.twimg.com/profile_images/1816241540844384257/GKsVkZgD_normal.jpg,False,2299
Themediamadam,Goodhead/Social Media Manager,Social Media Manager▫️Content Strategist ▫️Elevating Brands With Strategic Content📩 Let's Connect ▫️Lover of Eba & Soup,1753531443270098944,1151,13598,https://pbs.twimg.com/profile_images/1756077193753473024/dHb4kAyY_normal.jpg,False,1042
AliYahyaSDN,Ali Yahya,"Husband, Father, Fmr. Commercial Pilot,Helping People is My Own Pleasure.. (Views are Mine, RTs Not Endorsement)..زوج ، أب، و طيار سابق& @Jeep Lover.",119916696,15494,47517,https://pbs.twimg.com/profile_images/1813918576580972544/qb7NBZyr_normal.jpg,False,7497
Otonyee_,OT BOP,Chelsea🐐Cristiano Ronaldo🐐Luka Doncic🐐 Odumodublvck.,1474151162601426949,657,13836,https://pbs.twimg.com/profile_images/1752087858620350464/kq_Y0v0J_normal.jpg,False,549
authorityenigma,SARKIN Enigma♐,"Wallpaper seller
design your home, offices, shops, churches, mosques, schools, restaurant, bars, hotels with our beautiful wallpaper. 
POLITICS, AGRIC, BUSINESS",870053269581778944,5551,70569,https://pbs.twimg.com/profile_images/1814687630610644993/MxPymBhq_normal.jpg,False,5694
Chima_Candid,Candid✨,"Enugu product |
Med student |
Product designer |
Football |
Cristiano Ronaldo 🐐 |
Igbo before Nigeria |
Love and Light ✨",1508471536222707720,281,9780,https://pbs.twimg.com/profile_images/1720763520193613824/KSLew0xQ_normal.jpg,False,782
alaigbonews,Alaigbo News,Alaigbo News brings the best of News 🗞️ from the Southeast Nigeria. Send us a DM us for Ads and Promotions.,1669467221167316998,1159,390,https://pbs.twimg.com/profile_images/1669660229062086660/ejRhn3tD_normal.jpg,False,17
Drsmita1587,Smita Singh,,858343397446230017,74,17306,https://pbs.twimg.com/profile_images/1513237958291488770/YTwE1ySz_normal.jpg,False,166
wellfedola,IMALO,Ask. Zero tolerance for bullshit. Proudly Yoruba and a proud BIGOT 🇳🇬,1675793294020816896,445,42990,https://pbs.twimg.com/profile_images/1787652435810430976/Xujj6vzP_normal.jpg,False,1426
prolactin_,PROLACTIN💉🏃🏽‍♂️🩺,MD | Barca 💙❤️ | Akwa Ibom man | The things I post may not be true | I’m funny most of the time | Afang Soup 💙❤️ | I’m Married with 11 Kids.,1685267281373212672,4410,5881,https://pbs.twimg.com/profile_images/1809352299728240641/bMiEtntD_normal.jpg,False,3822
xxJAKExxyz,PØSEIDÖN,"“Objects in the mirror are closer than they appear” switch off your emotions before X’ing & understand reality cos, it’s freedom of speech szn 🤞🏾. #Chelsea.",1729537582248202240,233,1989,https://pbs.twimg.com/profile_images/1784094759696408576/sJ0ACrNg_normal.jpg,False,616
simpliismail,simplyIsmail 💙❤️,Conscious Muslim| Progressive Nigeria 🇳🇬| Barça 💙❤️⚽,1739631448611487744,94,5119,https://pbs.twimg.com/profile_images/1798252209924173824/1RgnBemd_normal.jpg,False,121
TUMMYOF30BG,ÀKÀNDÉ🖤,"DAVIDO🐐
MOM❤️
ARSENAL🔴
RONALDO
MAJOR GENERAL OF 30BG🎖️🎖️🎖️
                                            FUNNY VIDS | RELATABLE MEMES | DM FOR DEALS",1731455945551564800,1851,30130,https://pbs.twimg.com/profile_images/1807705901903814656/JdY2s5Gl_normal.jpg,False,1540
24_denero,Denero King 24,"Civil Engineer👷 and more ...,",1278457556109856768,568,3172,https://pbs.twimg.com/profile_images/1774467654918512640/lknlWHqg_normal.jpg,False,1939
wontratravels,WONTRA,"✈️Cheapest travel deals 🏨Hotels, tours & packages ☎️09169976274, 09169976272, 070010101010 📩reservations@wontra.com",755036585368879104,996,4042,https://pbs.twimg.com/profile_images/1674070654193135618/gEcIG0gx_normal.jpg,False,185
AdemolaVictorTv,Dr. Victor Ademola,Sports Lover - Ph.D. Exercise Physiology (@UnilagNigeria) 📧: ademolavd@gmail.com | 75k+ subs on YouTube,873762035468820481,1596,8770,https://pbs.twimg.com/profile_images/1553144076383526918/Pcx7qEaE_normal.jpg,False,2238
jcokechukwu,J. C. Okechukwu,Media Consultant | Filmmaker | Actor | Author | Activist | “Compulsive” Pan-Africanist,3861307043,117973,9906,https://pbs.twimg.com/profile_images/1634364018273013762/Po-0mDfL_normal.jpg,False,661
kisiithefoodie,Kisii 🕊,Food Influencer | Social Media Manager | Podcaster | Music Curator | Host @putonpod | DM for ads & PR,1164754920387444743,11650,205091,https://pbs.twimg.com/profile_images/1702065248734269440/8RFMP9UF_normal.jpg,False,7907
osemagnum,Dr. Ose Etiobhio,"Gender Based Violence prevention Advocate| CEO, Magnum Arts | Founder, Gynaefy | Food Artist | Tony Elumelu  Foundation  Alumnus| ObGyn| Rotarian| Man United",348076594,20803,104542,https://pbs.twimg.com/profile_images/1684494876598046720/4c54ENTJ_normal.jpg,False,3259
Ayo_ola10,Duckworth,Business Plan Writer || Business Consultant || Music Nerd,1746870269539491840,171,2498,https://pbs.twimg.com/profile_images/1810286175539650560/e2PeIBzD_normal.jpg,False,389
SirLeoBDasilva,Leo Dasilva,"Private Equity: https://t.co/YXfU3wC8kJ, Duke of Surulere, Arsenal, Humanitarian @rmodrive,UN-IPC Envoy. IG/FB :SirLeoBDasilva & licproperties email : leo@licltd.com",168543808,186789,4339,https://pbs.twimg.com/profile_images/1737595560251518976/S5c6g-QL_normal.jpg,False,4574
Man_like_Buikem,Maazi DaBaby,"Father of 4, #nyem$Ego, @manUtd, Nwa afọ igbo..... Odina nwata bụrụ ogaranya 🍏✨🥷🦍",1664038374703788037,257,5496,https://pbs.twimg.com/profile_images/1790376232166535169/Ay9Q9DEU_normal.jpg,False,444
Emmanuel_extra,Emmanuel,"Entertainment, Celebrity lifestyle, Trending Issues, Politics|OBIdient|Graphic Designer|Oil Perfume Vendor|God's favourite son.",1534253196377464833,369,17631,https://pbs.twimg.com/profile_images/1802994799156322304/XB0Jemxo_normal.jpg,False,467
lekandickson,alternative Opinion,Project director @ D.V Logistics-An event management & logistics solution firm. Arsenal Fc forever,294769865,183,4163,https://pbs.twimg.com/profile_images/1760375793408946176/G1upucTr_normal.jpg,False,719
AAM_Voicec,Edo(E²),"Data Analyst, Chelsea FC/Real Madrid fc
 Please follow up. MY OPINION ALONE AND STOP HAVING HEADACHE ON IT",1745857103695147008,79,1106,https://pbs.twimg.com/profile_images/1745857650061955072/PR5h6nCr_normal.jpg,False,482
tkayose,T Kay Oseleye,I came I saw I conquered,1432937128397361153,205,518,https://pbs.twimg.com/profile_images/1432937565657653249/ig9r2HlL_normal.jpg,False,352
king_audacity,Audacity,"Audacious //Content/Script Writer// ARSENAL// Twitter Therapist // Taurus // Anti-Bigot//
Cruise - Bants - Lifestyle",533035936,6068,10615,https://pbs.twimg.com/profile_images/1742606082923479040/HdGjWmWy_normal.jpg,False,4962
bowale4you,Ade 🎹,Marketing• Music• Canva design enthusiast•Barcelona,1774766812380479488,223,949,https://pbs.twimg.com/profile_images/1783240083857948672/IBaiERs6_normal.jpg,False,559
ink_kingsley,Fuego.UI🔥👽,Crypto/NFT Enthusiast🛸|| UI/UX Designer 👨‍💻|| Putting User Experience front and center.,4714520924,565,9944,https://pbs.twimg.com/profile_images/1526176365057302528/4XsKz_Vc_normal.jpg,False,1276
HACKFARM,ECHIE DANIEL,"network security..... 
ACCURACY.............. NIGERIAN ..

 CATHOLIC...",1315435842643648514,360,37465,https://pbs.twimg.com/profile_images/1744322430028369920/UgaioFhX_normal.jpg,False,537
ayemojubar,Juba,Not here to seek approval • Active Citizen,59755457,90562,196745,https://pbs.twimg.com/profile_images/1683244427559460869/vV3Lku0I_normal.jpg,False,33162
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85636,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
RITAENG1234,God'sWillAlone4Naija,A Sweet ❤️| Obidient 24/7 | I Sing | Love Music | Please Help Someone If You Can 🙏🏾 | #PeterObiIsComing🥰💪🏾🔥,900303378563178498,7065,46620,https://pbs.twimg.com/profile_images/1813969045420404736/fG7-kg0w_normal.jpg,False,4269
OLAmii101,Jojo thrift wear,LUXURY THRIFT IN LAGOS.                    BN: 7089025  🌻Best plug for spotless UK/US preloved clothes🌻Online fashion store🌻 Male/Female🌻Delivery Nationwide,762915766870085632,855,208,https://pbs.twimg.com/profile_images/1747189642829455360/4LF1N_w3_normal.jpg,False,119
OLAmii101,Jojo thrift wear,LUXURY THRIFT IN LAGOS.                    BN: 7089025  🌻Best plug for spotless UK/US preloved clothes🌻Online fashion store🌻 Male/Female🌻Delivery Nationwide,762915766870085632,855,208,https://pbs.twimg.com/profile_images/1747189642829455360/4LF1N_w3_normal.jpg,False,119
iNspiritextra,iNspiritextra,"Unlock the world of Christian content! Inspiring sermons, uplifting music, & lots more! Follow our rural education initiative @RuralRaysAfrica DM for enquiries!",1129689823890026496,10009,12253,https://pbs.twimg.com/profile_images/1786682225674592256/0KcGVabH_normal.jpg,False,37
MeePlusYou,Dr. Adélaïde Tinuke (PhD),Biochemistry https://t.co/utxDqYy1s1 | Biochemistry & Molecular Biology https://t.co/RgQPcppIjY | Chemistry PhD | Lecturer | Wife | Mother | Acrophobic 😱| @Peter💪| @ManUtd ❤️ | Humanist 💞,1348587097129705472,22421,64564,https://pbs.twimg.com/profile_images/1783443597695569920/i2zX66zh_normal.jpg,False,15061
IamTheIroko,Raymond,"I am an Obidient, unapologetically Obidient. Peter Obi is a medium through which the ordinary Nigerian can have their voice heard.

I believe in a New Nigeria.",106239292,22375,8146,https://pbs.twimg.com/profile_images/1691666994737688576/r_MdAN6k_normal.jpg,False,5562
fahrouq__,❈ عمر فروك,"Political Scientist🎓:| Political Analysis:| Media Personality:| Good Governance:|
Open For Business:| 📊📉📈:| iPhone Plug:| Farm Center, Madina Plaza:| Web 3",990188901578018816,4786,162928,https://pbs.twimg.com/profile_images/1585261040073310209/pI4sl_xl_normal.jpg,False,3021
chiukwujioke,Chiukwujioke_Proudly Anioma,"Humility, honest, believe,Being successful is Neva hard. A Mariner, A Houseboat and Barges Expert. CHELSEA I’m DELTAN, ANIOMA, speak ENUANI n Yoruba fluently",985515748889067520,10093,67726,https://pbs.twimg.com/profile_images/1791712538624692224/j3eE5rxV_normal.jpg,False,6909
Rafayizle,Rafael,"Macte virtute sic itur ad astra

🦂",193339165,1903,84279,https://pbs.twimg.com/profile_images/1800893289878437888/EftxXOOZ_normal.jpg,False,1408
thebbbuzz,BB Buzz,"There's an irresistible Buzz that gets brands noticed, People talking and, above all, gets result. 
We Are The KING of that BUZZ!
Email: boldbrandbuzz@gmail.com",1230961747,50833,9461,https://pbs.twimg.com/profile_images/1303931901145747456/6UF_gY9q_normal.jpg,False,6579
gwg_ng,GWG,GWG is Nigeria's leading news website for incisive stories about Nigeria || Contact us at editor@gwg.ng,1081211810756255745,560,620,https://pbs.twimg.com/profile_images/1701976565410574336/N8XZelrQ_normal.jpg,False,218
gwg_ng,GWG,GWG is Nigeria's leading news website for incisive stories about Nigeria || Contact us at editor@gwg.ng,1081211810756255745,560,620,https://pbs.twimg.com/profile_images/1701976565410574336/N8XZelrQ_normal.jpg,False,218
nuel_ikeagwu,"Ikeagwu, Immanuel O.","•Political Scientist/Analyst 
•Peace & Conflict Researcher. 
•Strategic Analyst 
•Writer. 
•Public Speaker.
°Dreamer",3261118142,222,7677,https://pbs.twimg.com/profile_images/1816956890137448448/YkYa3xB__normal.jpg,False,901
Harkeem47,Automart_47,Sales/Marketing of 1. Foreign used Cars 2. Verified naija used cars 3. Auto insurance 4. After sales auto servicing. Contact: https://t.co/5nBU6kw6jg,351603174,6441,1961,https://pbs.twimg.com/profile_images/1293903560023965696/Gm7gbDUS_normal.jpg,False,1974
DocOmeiza,The Real Omeiza™ MD MPH𓃵 ♤♡♤,Public Health Specialist//HSE Expert//Lifestyle medicine//Bitter Obi  Dealer// Lecturer//HUSBAND//FATHER//@Arsenal//@realmadrid//NSPPDIAN//Ebira//MiddleBeltern,1265101873029222400,39214,259405,https://pbs.twimg.com/profile_images/1640695963395211265/_6SZx2do_normal.jpg,False,19315
OjiUgo_nwa,ỌjịUgo™️🍫👁️‍🗨️,"God first|| Jeremiah 29:11-13|| Business analyst|| Environmentalist || Igbo Princess || Obidient || Ada Aro Okeigbo, Nde o gara mba ka mba di ugwu 🌹",1235642346768867332,19612,145076,https://pbs.twimg.com/profile_images/1794501838693171200/e6hU45oS_normal.jpg,False,3277
renoomokri,Reno Omokri,Gospeller. #FreeLeahSharibu activist. #TableShaker. #1 Bestselling Author. @BusinessInsider Influencer of 2022. Hollywood Film Festival Awardee. Globetrotter.,264248576,2582448,2209,https://pbs.twimg.com/profile_images/1783119171905110017/H3Z_hm_G_normal.jpg,False,23
KadunaResident,Omotayo Williams,"Human Right Activist, Comrade, Political Analysts/commentator, It’s never that deep, Nationalist👍🏿Tribalist❌. Ignore clout chasers, twitter isn’t real life",1307766154858041345,110535,3580,https://pbs.twimg.com/profile_images/1551737617737293825/2LOpLeMQ_normal.jpg,False,9365
vasnioak,vasnioak,This is not a new account/politics /  people/country/better society/Yoruba roonu crusher,1581406733146144768,831,5025,https://pbs.twimg.com/profile_images/1803272225778184192/EYuFIo-b_normal.jpg,False,1076
EsiagaChukwuma,Chukwuma Kadnua Nzeogwu,"A strong supporter of Chukwuma Kaduna Nzeogwu. ""G"" in Igbo means GOD. SEO, SEM, Content Marketing Expert",1596496436312637440,100,3782,https://pbs.twimg.com/profile_images/1614903324775485441/F7Wj7P6G_normal.jpg,False,507
Nefertiiti,Nefertiiti,Non-Southern Southerner. Simple,33855504,2290,101014,https://pbs.twimg.com/profile_images/1764318361834360832/gI5ao-e4_normal.jpg,False,1094
_massterlee,Masster Lee,I’m fun(ny) #Blackchinese   For ads/Promo ✉️: massterlee62@gmail.com,402512566,11678,634,https://pbs.twimg.com/profile_images/1382310873813909504/Tvly2Btv_normal.jpg,False,412
Emiearth,Emmanuel Etim,"It's a result, not a scoreline™ 🎙️",83651066,105473,205,https://pbs.twimg.com/profile_images/1452197238650908677/cLhJkMVi_normal.jpg,False,861
JotechTracking,CAR TRACKER,We are Nigeria's no1 Car tracking company. We offer sales and installation of the most reliable gps tracking devices📲 08069591473  07011484266,1269217924730048513,2651,34253,https://pbs.twimg.com/profile_images/1758403697237688320/_k22p8nw_normal.jpg,False,1528
AdemolaVictorTv,Dr. Victor Ademola,Sports Lover - Ph.D. Exercise Physiology (@UnilagNigeria) 📧: ademolavd@gmail.com | 75k+ subs on YouTube,873762035468820481,1596,8770,https://pbs.twimg.com/profile_images/1553144076383526918/Pcx7qEaE_normal.jpg,False,2238
FirstObidient,𝐄𝐫𝐢𝐦𝐮𝐬,At your service,1306345635910647809,61929,27141,https://pbs.twimg.com/profile_images/1745121046942846976/DcT-4SGy_normal.jpg,False,9681
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85636,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
Onye_Game,Eziokwu bụ Ndụ,Igbo nationalist | Scientist,405167896,2444,10197,https://pbs.twimg.com/profile_images/1689023761721282560/GxUWJwrl_normal.jpg,False,771
Jimpal1,pal-jim,Diplomat 💙 photographer wey d find lens😂😂 Manchester United fan 🔴🔴.,932005592721391616,262,10976,https://pbs.twimg.com/profile_images/1525907822315290630/lnNlFo_T_normal.jpg,False,373
sleekjane02,Jane Alizor,"ENTREPRENEUR , ACTOR instagram: @sleekjane and @sleekjanescollection_ youtube: https://t.co/PCvuu0mYai",990604621541531649,5107,285931,https://pbs.twimg.com/profile_images/1768899385440579584/8Xyclkhf_normal.jpg,False,5015
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85636,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
DrTubo,Dr. T,"PhD Geography, Environment & Disaster Mgt @covcampus {Geoinfo Mgt| Spatial Data Infrastructures| Environmental Mgt| Info Systems| GIS}",154582718,3081,8143,https://pbs.twimg.com/profile_images/1723385245880184834/O_LBb6NP_normal.jpg,False,1505
