display_name,username,user_description,user_id,followers_count,favourites_count,avatar,is_verified,following_count
bodiseree,Bestfits,"Fashion accessories||unisex tees||gowns and footwears.
(Nationwide delivery)PBD||1523.

Amateur d'art||Content writer",1317910331432239106,806,40947,https://pbs.twimg.com/profile_images/1700845056800784384/42zQ-EKk_normal.jpg,False,822
thefaceoflight,IHECHUKWU ✨✨,"When You have a hard time, Just laugh.",3148348920,1824,15340,https://pbs.twimg.com/profile_images/1815752589947887616/5BROmuKC_normal.jpg,False,1095
mammieRuby,Miss SCENTsation💕🌹,"Scentsational😍 rashford’s wife🙃perfume vendor , we have perfumes for every budget , don’t sleep on it https://t.co/d4NsqMxBuv",1216752662064115712,1613,59308,https://pbs.twimg.com/profile_images/1709341635501338626/NU9uQU3h_normal.jpg,False,2267
iamvinicius_snr,Snr🧸,"Engr., Real, Halamarid🤍, Music. Dm for business 💼.",1351253574878191618,53792,284346,https://pbs.twimg.com/profile_images/1558907751191007232/QK3wBaf9_normal.jpg,False,3205
The_LoloRuby,Nihinlolawa,Christ-centric || Renewable Energy || Corporate Communications || Public Relations || Thespian || Professional Voice-Over Artiste || YouTuber,1000705081304633345,641,4617,https://pbs.twimg.com/profile_images/1754819665639907328/MpfyxCrl_normal.jpg,False,547
Leopridas,ADENIYI OLUWASEYI,"#AgribusinessConsultant, #BusinessCoach, #ClimateChange & #AgricInfluencer",608212695,122534,968,https://pbs.twimg.com/profile_images/1192883897098522625/P3gAM2cv_normal.jpg,False,108177
TheSonOfGeorge,Catch22,We go run am,1211194544,1879,72739,https://pbs.twimg.com/profile_images/1059198036881104897/Ymajd91e_normal.jpg,False,1919
iampaydaysure,immaculate,"Mega win soon, hope you tag along.",1772309834676711424,41,17,https://pbs.twimg.com/profile_images/1772310017011572736/v5nOn2Js_normal.jpg,False,71
Omojuwa,JJ. Omojuwa,Board @HFXForum,115628224,1222940,20655,https://pbs.twimg.com/profile_images/1516003951224762376/2QgGKuKT_normal.jpg,False,4974
didi_stories_,디디 이야기 💜⁷,"I'm either making, watching or talking about a film.

inthisbangtanseoyendansh*t4l

Creator: #MomentsSeries 

Screenwriter|Director|Producer

Founder @nollydata",1227516763,4484,11160,https://pbs.twimg.com/profile_images/1536166082121170946/VV6W5iKp_normal.jpg,False,589
fisayoade_,Fifss✨- A CBAP | Career Coach 🌍,4 Global Impact 🌎 | Isaiah 49:16 ✨Lead Consultant & Coach @rayneconsults • Curator: @thebainfluencer🌱|Comms Lead @iibanigeria | 📩fisayoadeyemii@gmail.com 🔗,466656280,29667,22050,https://pbs.twimg.com/profile_images/1767193782917742592/w3XWFcYj_normal.jpg,False,1480
mzshakiraw,Omobolanle,,3108236619,1993,372430,https://pbs.twimg.com/profile_images/1617568867521380358/fuf2SaWM_normal.jpg,False,1383
HuntellaDotNet,Laptops | MacBook | HP | DELL,the most trusted online gadget store established 2010 100000 satisfied customers cant be wrong. in doubt? fraction of sales data in public domain via https://t.co/wZrOGd44kI,94210183,91743,102961,https://pbs.twimg.com/profile_images/1799644756936663040/RgnTAZiM_normal.jpg,False,1
BukolaAladesulu,Abọ́lájókòó,"Sociopreneur. Bridging the Youth-Skill-Opportunity gap in Africa. Building @upthrive_ng and @teenovation1. We are light, we won’t fade into darkness.",1214605449728843780,1917,17847,https://pbs.twimg.com/profile_images/1761077336298909696/lgD2UwIR_normal.jpg,False,705
feyinrd,feyfae💕,Sealed in Christ • LLB(in view)• Gift curator• Founder: @lavishandsquish,1307561222188027907,2231,8830,https://pbs.twimg.com/profile_images/1737504999595249664/jgtmE_Jk_normal.jpg,False,447
therawdeeya,"Raw, Not Rizzla 💅🫥",Capital G💕 | Wicked Yoruba Woman | Lawyer | Anti-Nysc 👍,943609416485687297,46283,196851,https://pbs.twimg.com/profile_images/1741126478484393984/BP8FdhOK_normal.jpg,False,12741
PiggyBankNG,PiggyVest,"Save, Invest and Grow your money with ease. Earn 8-17% on savings and up to 35% on investments. Download Piggyvest on iOS and Android. This is our ONLY page! ⚠️",4714760909,200288,7556,https://pbs.twimg.com/profile_images/1742154486989099010/Sc4jRFll_normal.jpg,False,21
orinayooye,Orinayo,"I’m a concept, I don’t really exist",207241883,2120,5872,https://pbs.twimg.com/profile_images/1818007687721881600/ngBt7ISA_normal.jpg,False,1201
tobasamuels,Tobaby,Master of Ceremony| Photographer| Cinematographer| Dee's House Husband,200299628,1154,20183,https://pbs.twimg.com/profile_images/1768331218603393024/NEtHVGSI_normal.jpg,False,912
