display_name,username,user_description,user_id,followers_count,favourites_count,avatar,is_verified,following_count
PiggyBankNG,PiggyVest,"Save, Invest and Grow your money with ease. Earn 8-17% on savings and up to 35% on investments. Download Piggyvest on iOS and Android. This is our ONLY page! ⚠️",4714760909,200288,7556,https://pbs.twimg.com/profile_images/1742154486989099010/Sc4jRFll_normal.jpg,False,21
temitopepr,𝐓𝐞𝐦𝐢𝐓𝐨𝐩𝐞.𝐏𝐑🕵️‍♂️🔥,• 𝙥𝙪𝙗𝙡𝙞𝙘𝙞𝙨𝙩 🔌🔊 • 𝙨𝙤𝙘𝙞𝙖𝙡 𝙢𝙚𝙙𝙞𝙖 𝙨𝙩𝙧𝙖𝙩𝙚𝙜𝙞𝙨𝙩 📈🌍 • 𝙙𝙞𝙜𝙞𝙩𝙖𝙡 𝙢𝙖𝙧𝙠𝙚𝙩𝙚𝙧 👨🏾‍💻❤️ •,1267165753687658500,9721,198972,https://pbs.twimg.com/profile_images/1811045269208727552/1jEB8JU0_normal.jpg,False,1992
thefaceoflight,IHECHUKWU ✨✨,"If you need me, please hesitate to reach me. 💊💊",3148348920,1824,15342,https://pbs.twimg.com/profile_images/1818025077285294080/lwNPVIm1_normal.jpg,False,1095
Leopridas,ADENIYI OLUWASEYI,"#AgribusinessConsultant, #BusinessCoach, #ClimateChange & #AgricInfluencer",608212695,122534,968,https://pbs.twimg.com/profile_images/1192883897098522625/P3gAM2cv_normal.jpg,False,108177
theflutterwave,Flutterwave,"Experience endless possibilities today🦋 - Sell online, process payments, build products, with ease. || Global Support: @FlwSupport",4883104323,147779,1947,https://pbs.twimg.com/profile_images/1494705653549572099/w3TvsL60_normal.jpg,False,27
paragayoudothis,AjelojuoniLe😂❤️,Around you everytime 🌚👀 HALA MADRID🤍❤️ “Don’t take me serious” 😂,1519689912886378496,9981,493754,https://pbs.twimg.com/profile_images/1763435880604139520/R7A_rSaF_normal.jpg,False,2158
_Ievon,amaka. 🎀,🎧0 stress.,1396431065296904197,203,8282,https://pbs.twimg.com/profile_images/1685989540597547008/zg_AJmBI_normal.jpg,False,142
JoshChibueze,Josh,"Tech, Football (Messi), Music, Glen. || Co-founder/CMO Piggytech (@piggybankng, @getpocketapp)",142656888,5584,4336,https://pbs.twimg.com/profile_images/1680218534784253952/qUkRrwtm_normal.jpg,False,962
TheSonOfGeorge,Catch22,We go run am,1211194544,1879,72747,https://pbs.twimg.com/profile_images/1059198036881104897/Ymajd91e_normal.jpg,False,1919
bodiseree,Bestfits,"Fashion accessories||unisex tees||gowns and footwears.
(Nationwide delivery)PBD||1523.

Amateur d'art||Content writer",1317910331432239106,806,40990,https://pbs.twimg.com/profile_images/1700845056800784384/42zQ-EKk_normal.jpg,False,826
piink_carnation,ella,Braider|| Nontech in tech|| Customer experience/customer success| Voice overs||. Instagram: @braidsville_ xxxxxx mind the business that pays you #funny,1136421843777269760,4904,34279,https://pbs.twimg.com/profile_images/1739653470842392576/0xCHXnIv_normal.jpg,False,1185
thedamilarekuku,Damilarekuku,Rev 4:11|God-Chaser|International Bestselling Author of Many Books|Creative|✉️ damilarekuku1@gmail.com|08033071019,999214996553904128,2571,6433,https://pbs.twimg.com/profile_images/1767833606833979392/WRaXuZhq_normal.jpg,False,0
nellyagbogu,Naijabrandchick,Online Business Coach|| Helped Over 10k Clients Hit 7 Figures Using My DSI Program|| I Help SMEs $ell In $Millions At NBCTradeFair|| TedX Speaker||,347979550,11390,11511,https://pbs.twimg.com/profile_images/1631722238532624385/r9iTWnxK_normal.jpg,False,988
mammieRuby,Miss SCENTsation💕🌹,"Scentsational😍 rashford’s wife🙃perfume vendor , we have perfumes for every budget , don’t sleep on it https://t.co/d4NsqMxBuv",1216752662064115712,1614,59327,https://pbs.twimg.com/profile_images/1709341635501338626/NU9uQU3h_normal.jpg,False,2268
a__vanita,Anita Vams,"Owner, Shopvams. Perfumery and Aromatherapy | Brand influencer | You can send a message on WhatsApp for more inquiries https://t.co/ZbM7AK5pXY",907351946734030849,109906,14631,https://pbs.twimg.com/profile_images/1502654714101571587/So7lXxIm_normal.jpg,False,9110
charmingdimplee,Aunty Lara🦋// SOFT LIFE//SHOE-GA MUMMY 👟,"Pretty||Smart||Endowed||I SELL SNEAKERS 👟 || An introvert, nvm!!I'm a calm girl but i know when to pocket my home training. CHECK MY MEDIA",1155597966331265024,23216,87510,https://pbs.twimg.com/profile_images/1811576584534470656/Vn1osRZF_normal.jpg,False,5346
_Moyoma,Moyoma🍒 Yomascents.ng,Luke 1:45 ll Real estate || Perfumery @yoma_shortlets || Sales and Recommendation of perfumes.,1558878785268842496,2509,2687,https://pbs.twimg.com/profile_images/1803824011090006016/9nFgt4OK_normal.jpg,False,1275
