display_name,username,user_description,user_id,followers_count,favourites_count,avatar,is_verified,following_count
WakanowdotcomUK,WakanowdotcomUK,Taking you to amazing destinations in Africa and around the World.,1694000490810601472,16,19,https://pbs.twimg.com/profile_images/1807736024576970752/1ylPWTRS_normal.jpg,False,7
CHRISSY1RISTY,CHRISSY 🪼,,1502347527818989568,3162,66343,https://pbs.twimg.com/profile_images/1784369258429861888/wW844uxP_normal.jpg,False,2745
evaristuseffa22,Effa,Product Manager || Certified Scrum Master || Political Analysts ||Proud Catholic ||Proud Efik. Ex: @hp,125173566,373,2349,https://pbs.twimg.com/profile_images/1675445589004222465/nmM98twd_normal.jpg,False,495
999daniee,kk💋,astrogirll,1190656521237147648,3336,27426,https://pbs.twimg.com/profile_images/1796142980518100992/Bgudit6z_normal.jpg,False,1022
favogbuji,MPA👑 ( Navigator),onyë ngedé | Travelpreneuer @navigators_411 | Adventurer | Strategic Comms | Tourism Consultancy | Convener #LagosIgboHangout #AbujaIgboFest,382611403,12367,182824,https://pbs.twimg.com/profile_images/1805261969944981504/5sUvw4II_normal.jpg,False,6797
percyjay02,11:11,@manutd ❤,1296936708651524097,1789,14407,https://pbs.twimg.com/profile_images/1695728932094427136/QFEjRQt7_normal.jpg,False,2076
cakesbiree,Toro's Cakes | London Baker,"Baker in London

IG - @cakesbiree

📵CLOSED SUNDAYS",852819002938187776,2915,2086,https://pbs.twimg.com/profile_images/1509513991382618116/_nhT4tjk_normal.jpg,False,841
HajjReportersNG,Hajj Reporters,,994240340692480001,3599,52,https://pbs.twimg.com/profile_images/1121019202939301890/DsF4hPPv_normal.png,False,346
jaymilayusuf,Jamila Yusuf,I love being meeeee,2226013797,1373,40407,https://pbs.twimg.com/profile_images/1795795189727961088/a5cJdQwf_normal.jpg,False,469
Jersda94,Damilola,"..NATIONS ROB THE POOR UNDER THE COVER OF LAW~Jean Lafitte🏴‍☠️🏴‍☠️ || Seyi Makinde follower, fanatic and fan || FRONTEND 👨‍💻 || CRYPTO|| BP: @Cartagena879",1510067496564502529,1128,21492,https://pbs.twimg.com/profile_images/1807427979326197760/oElxdrEp_normal.jpg,False,1061
Train_PlaneHub,Train&PlaneHub,"YouTuber with over 110,000 subscribers. 90 million views. Frequent global explorer. 82 countries. Probably in the air or on a train. #AvGeek Train_planehub ✈️",442239741,4003,1214,https://pbs.twimg.com/profile_images/1179379050005045249/qTZdZIZD_normal.jpg,False,65
kingfromthewest,AAO,Prime Management | Improve. Adapt. Overcome,449141042,943,16572,https://pbs.twimg.com/profile_images/1657789093063929864/2ScgHZHA_normal.jpg,False,755
Julie__xo_,Juli'm,Jesus girl || B.A International studies and Diplomacy || NYAN ❤️,1203462179493687296,810,25775,https://pbs.twimg.com/profile_images/1556761389091459074/1J8ZIrt0_normal.jpg,False,670
DJ_LAJ,L.A.J Experience ✨,https://t.co/6vzhqOLcDH,237482817,2787,18800,https://pbs.twimg.com/profile_images/1752673923232108544/Enph-tic_normal.jpg,False,1027
Agbejoro1,Adebajo Odutola,"Astute Lawyer, Auto-tech Enthusiast",2178610160,336,4104,https://pbs.twimg.com/profile_images/522654841186029568/Ay0_aTcu_normal.jpeg,False,99
Kachi_Amobi,Amobi Kachi,"Igbo History/Nation ✝️
Coastal Igboland
Aro Kalabari
Ubani
Etebu Nembe
Akassa
Opobo
Igbo Okrika
Aboh",751161122477268992,4399,15879,https://pbs.twimg.com/profile_images/1663834318349692933/fBY3BU-Z_normal.jpg,False,6
OniovosaHope,Irikefe Hopez,Impossible is a word only to be found in the dictionary of fools | Digital Marker | #urhobo | EduTech | FC | Philanthropist 🇳🇬🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿,3365744992,1181,5188,https://pbs.twimg.com/profile_images/1645090539010760705/nCY8yUjH_normal.jpg,False,1016
Onsogbu,Pst Okezie,"Social Media Influencer.
Gallantly standing on the MANDATE of President Bola Ahmed Tinubu GCFR.
An Arsenal FC fan.",1554954559575015424,33316,31956,https://pbs.twimg.com/profile_images/1787136757193990144/zboho_IJ_normal.jpg,False,5205
taadelodun,Toyyib Adewale Adelodun,"Life Coach | Civil Engineer | 

“Every man has two lives, and the second starts when he realizes he has just one” — Confucius",170810770,265563,12659,https://pbs.twimg.com/profile_images/1685097982604009472/6ELIbaET_normal.jpg,False,7331
avinngblog,Aviation in Nigeria,"Civil aircraft in Nigeria

Future account: https://t.co/UivJgDFOtv",935331444,2292,294,https://pbs.twimg.com/profile_images/2824174940/822e3a6194dd564a8b1328635ed78438_normal.jpeg,False,0
iambankalat,BANK ALAT,"MY MUSIC TRAVEL NO VISA ✈️ Raw talent. I’m not new to criticism, AFRO BENEDICTION ✝️                                  center of attraction EP out now 🔥 👇🏾",882398994,3315,62092,https://pbs.twimg.com/profile_images/1816241540844384257/GKsVkZgD_normal.jpg,False,2299
Otonyee_,OT BOP,Chelsea🐐Cristiano Ronaldo🐐Luka Doncic🐐 Odumodublvck.,1474151162601426949,657,13837,https://pbs.twimg.com/profile_images/1752087858620350464/kq_Y0v0J_normal.jpg,False,549
sakpo0007_,Sakpo,Use Your Head! || DM For ADs & Promo or send mail to: sakpo007@gmail.com 📩 || Music & Brand || || $FTM || WAGMI || Ayra 🌟 || PARODY ||,1281684547688685571,103951,167161,https://pbs.twimg.com/profile_images/1527555326068805634/G-SdXvmB_normal.jpg,False,425
_topdailynews,Top Daily News,Iym Multimedia Company,1295028506544484352,174,43,https://pbs.twimg.com/profile_images/1766068709292961792/z0eDIkaD_normal.jpg,False,340
Themediamadam,Goodhead/Social Media Manager,Social Media Manager▫️Content Strategist ▫️Elevating Brands With Strategic Content📩 Let's Connect ▫️Lover of Eba & Soup,1753531443270098944,1151,13609,https://pbs.twimg.com/profile_images/1756077193753473024/dHb4kAyY_normal.jpg,False,1042
simpliismail,simplyIsmail 💙❤️,Conscious Muslim| Progressive Nigeria 🇳🇬| Barça 💙❤️⚽,1739631448611487744,94,5119,https://pbs.twimg.com/profile_images/1798252209924173824/1RgnBemd_normal.jpg,False,121
alaigbonews,Alaigbo News,Alaigbo News brings the best of News 🗞️ from the Southeast Nigeria. Send us a DM us for Ads and Promotions.,1669467221167316998,1159,390,https://pbs.twimg.com/profile_images/1669660229062086660/ejRhn3tD_normal.jpg,False,17
osemagnum,Dr. Ose Etiobhio,"Gender Based Violence prevention Advocate| CEO, Magnum Arts | Founder, Gynaefy | Food Artist | Tony Elumelu  Foundation  Alumnus| ObGyn| Rotarian| Man United",348076594,20810,104542,https://pbs.twimg.com/profile_images/1684494876598046720/4c54ENTJ_normal.jpg,False,3259
nigeriahajjcom,National Hajj Commission of Nigeria,"Official Handle of the National Hajj Commission of Nigeria, (NAHCON)",815930836470140928,17527,4228,https://pbs.twimg.com/profile_images/1153199274479538176/ARBm59zA_normal.jpg,False,350
cyprian_osuh,CYPRIAN Maduabuchi Osuh,"Retired Financial Services Examiner; Former Bank Examiner; Currently, President & CEO: Domrose Merchandise Nig. LTD.",710888602637619204,10,5,https://pbs.twimg.com/profile_images/1563498273817575424/XmQ-YXyj_normal.jpg,False,9
Chima_Candid,Candid✨,"Enugu product |
Med student |
Product designer |
Football |
Cristiano Ronaldo 🐐 |
Igbo before Nigeria |
Love and Light ✨",1508471536222707720,281,9780,https://pbs.twimg.com/profile_images/1720763520193613824/KSLew0xQ_normal.jpg,False,782
HajjReportersNG,Hajj Reporters,,994240340692480001,3599,52,https://pbs.twimg.com/profile_images/1121019202939301890/DsF4hPPv_normal.png,False,346
xxJAKExxyz,PØSEIDÖN,"“Objects in the mirror are closer than they appear” switch off your emotions before X’ing & understand reality cos, it’s freedom of speech szn 🤞🏾. #Chelsea.",1729537582248202240,233,1989,https://pbs.twimg.com/profile_images/1784094759696408576/sJ0ACrNg_normal.jpg,False,616
prolactin_,PROLACTIN💉🏃🏽‍♂️🩺,MD | Barca 💙❤️ | Akwa Ibom man | The things I post may not be true | I’m funny most of the time | Afang Soup 💙❤️ | I’m Married with 11 Kids.,1685267281373212672,4407,5881,https://pbs.twimg.com/profile_images/1809352299728240641/bMiEtntD_normal.jpg,False,3822
wellfedola,IMALO,Ask. Zero tolerance for bullshit. Proudly Yoruba and a proud BIGOT 🇳🇬,1675793294020816896,445,43038,https://pbs.twimg.com/profile_images/1787652435810430976/Xujj6vzP_normal.jpg,False,1427
24_denero,Denero King 24,"Civil Engineer👷 and more ...,",1278457556109856768,568,3172,https://pbs.twimg.com/profile_images/1774467654918512640/lknlWHqg_normal.jpg,False,1939
AdemolaVictorTv,Dr. Victor Ademola,Sports Lover - Ph.D. Exercise Physiology (@UnilagNigeria) 📧: ademolavd@gmail.com | 75k+ subs on YouTube,873762035468820481,1602,8771,https://pbs.twimg.com/profile_images/1553144076383526918/Pcx7qEaE_normal.jpg,False,2239
wontratravels,WONTRA,"✈️Cheapest travel deals 🏨Hotels, tours & packages ☎️09169976274, 09169976272, 070010101010 📩reservations@wontra.com",755036585368879104,996,4042,https://pbs.twimg.com/profile_images/1674070654193135618/gEcIG0gx_normal.jpg,False,185
kisiithefoodie,Kisii 🕊,Food Influencer | Social Media Manager | Podcaster | Music Curator | Host @putonpod | DM for ads & PR,1164754920387444743,11639,205118,https://pbs.twimg.com/profile_images/1702065248734269440/8RFMP9UF_normal.jpg,False,7905
jcokechukwu,J. C. Okechukwu,Media Consultant | Filmmaker | Actor | Author | Activist | “Compulsive” Pan-Africanist,3861307043,117977,9906,https://pbs.twimg.com/profile_images/1634364018273013762/Po-0mDfL_normal.jpg,False,661
TakeOver_Pro,Takeover Pro Wrestling,We are a #WWE2K24 EFed ran on Discord. Most stream on Twitch every Friday and Sunday! Come join in and have fun!,1740642441332473856,81,150,https://pbs.twimg.com/profile_images/1740643582447325184/aMFID6ph_normal.jpg,False,69
tkayose,T Kay Oseleye,I came I saw I conquered,1432937128397361153,206,518,https://pbs.twimg.com/profile_images/1432937565657653249/ig9r2HlL_normal.jpg,False,352
Ayo_ola10,Duckworth,Business Plan Writer || Business Consultant || Music Nerd,1746870269539491840,171,2500,https://pbs.twimg.com/profile_images/1810286175539650560/e2PeIBzD_normal.jpg,False,389
RITAENG1234,God'sWillAlone4Naija,A Sweet ❤️| Obidient 24/7 | I Sing | Love Music | Please Help Someone If You Can 🙏🏾 | #PeterObiIsComing🥰💪🏾🔥,900303378563178498,7064,46620,https://pbs.twimg.com/profile_images/1813969045420404736/fG7-kg0w_normal.jpg,False,4269
Emmanuel_extra,Emmanuel,"Entertainment, Celebrity lifestyle, Trending Issues, Politics|OBIdient|Graphic Designer|Oil Perfume Vendor|God's favourite son.",1534253196377464833,369,17631,https://pbs.twimg.com/profile_images/1802994799156322304/XB0Jemxo_normal.jpg,False,467
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85630,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
SirLeoBDasilva,Leo Dasilva,"Private Equity: https://t.co/YXfU3wC8kJ, Duke of Surulere, Arsenal, Humanitarian @rmodrive,UN-IPC Envoy. IG/FB :SirLeoBDasilva & licproperties email : leo@licltd.com",168543808,186811,4333,https://pbs.twimg.com/profile_images/1737595560251518976/S5c6g-QL_normal.jpg,False,4574
AAM_Voicec,Edo(E²),"Data Analyst, Chelsea FC/Real Madrid fc
 Please follow up. MY OPINION ALONE AND STOP HAVING HEADACHE ON IT",1745857103695147008,79,1108,https://pbs.twimg.com/profile_images/1745857650061955072/PR5h6nCr_normal.jpg,False,482
Man_like_Buikem,Maazi DaBaby,"Father of 4, #nyem$Ego, @manUtd, Nwa afọ igbo..... Odina nwata bụrụ ogaranya 🍏✨🥷🦍",1664038374703788037,258,5496,https://pbs.twimg.com/profile_images/1790376232166535169/Ay9Q9DEU_normal.jpg,False,444
lekandickson,alternative Opinion,Project director @ D.V Logistics-An event management & logistics solution firm. Arsenal Fc forever,294769865,183,4165,https://pbs.twimg.com/profile_images/1760375793408946176/G1upucTr_normal.jpg,False,719
bowale4you,Ade 🎹,Marketing• Music• Canva design enthusiast•Barcelona,1774766812380479488,223,949,https://pbs.twimg.com/profile_images/1783240083857948672/IBaiERs6_normal.jpg,False,559
ParallelFacts,Parallel Facts,"No Clickbait, No Propaganda, and No Fake News. Please contact us: info@parallelfactsnews.com| WhatsApp https://t.co/a0a3f5hwbn",1653894267159314433,102180,9,https://pbs.twimg.com/profile_images/1676917833249304577/usax2aLW_normal.jpg,False,0
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85630,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
mademengang01,mademengang,,1639961656238260224,1257,5222,https://pbs.twimg.com/profile_images/1815823332958171136/ce3le8tz_normal.jpg,False,1349
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85630,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
OLAmii101,Jojo thrift wear,LUXURY THRIFT IN LAGOS.                    BN: 7089025  🌻Best plug for spotless UK/US preloved clothes🌻Online fashion store🌻 Male/Female🌻Delivery Nationwide,762915766870085632,855,208,https://pbs.twimg.com/profile_images/1747189642829455360/4LF1N_w3_normal.jpg,False,119
OLAmii101,Jojo thrift wear,LUXURY THRIFT IN LAGOS.                    BN: 7089025  🌻Best plug for spotless UK/US preloved clothes🌻Online fashion store🌻 Male/Female🌻Delivery Nationwide,762915766870085632,855,208,https://pbs.twimg.com/profile_images/1747189642829455360/4LF1N_w3_normal.jpg,False,119
chiukwujioke,Chiukwujioke_Proudly Anioma,"Humility, honest, believe,Being successful is Neva hard. A Mariner, A Houseboat and Barges Expert. CHELSEA I’m DELTAN, ANIOMA, speak ENUANI n Yoruba fluently",985515748889067520,10093,67727,https://pbs.twimg.com/profile_images/1791712538624692224/j3eE5rxV_normal.jpg,False,6909
MeePlusYou,Dr. Adélaïde Tinuke (PhD),Biochemistry https://t.co/utxDqYy1s1 | Biochemistry & Molecular Biology https://t.co/RgQPcppIjY | Chemistry PhD | Lecturer | Wife | Mother | Acrophobic 😱| @Peter💪| @ManUtd ❤️ | Humanist 💞,1348587097129705472,22424,64564,https://pbs.twimg.com/profile_images/1783443597695569920/i2zX66zh_normal.jpg,False,15061
bros_aik,Bros IK,Shop owner. Fitness freak. Thinker. Book Worm.,15083119,866,6513,https://pbs.twimg.com/profile_images/1804913333750947840/iUlxeOns_normal.jpg,False,1568
Kachi_Amobi,Amobi Kachi,"Igbo History/Nation ✝️
Coastal Igboland
Aro Kalabari
Ubani
Etebu Nembe
Akassa
Opobo
Igbo Okrika
Aboh",751161122477268992,4399,15879,https://pbs.twimg.com/profile_images/1663834318349692933/fBY3BU-Z_normal.jpg,False,6
DocOmeiza,The Real Omeiza™ MD MPH𓃵 ♤♡♤,Public Health Specialist//HSE Expert//Lifestyle medicine//Bitter Obi  Dealer// Lecturer//HUSBAND//FATHER//@Arsenal//@realmadrid//NSPPDIAN//Ebira//MiddleBeltern,1265101873029222400,39219,259466,https://pbs.twimg.com/profile_images/1640695963395211265/_6SZx2do_normal.jpg,False,19318
ure_caleb,Ure Caleb Danjuma,That i may know him,1581007801219956736,3353,1009,https://pbs.twimg.com/profile_images/1771248283911917569/4YDTYoLz_normal.jpg,False,4113
JotechTracking,CAR TRACKER,We are Nigeria's no1 Car tracking company. We offer sales and installation of the most reliable gps tracking devices📲 08069591473  07011484266,1269217924730048513,2652,34253,https://pbs.twimg.com/profile_images/1758403697237688320/_k22p8nw_normal.jpg,False,1528
tonyajah,Tony Ajah,"Entrepreneur. Author. Business Growth Strategist.
Inspiring your life and business 🔥",48714332,9208,58965,https://pbs.twimg.com/profile_images/1612739807691554819/QVf1eFCX_normal.jpg,False,7441
iNspiritextra,iNspiritextra,"Unlock the world of Christian content! Inspiring sermons, uplifting music, & lots more! Follow our rural education initiative @RuralRaysAfrica DM for enquiries!",1129689823890026496,10011,12253,https://pbs.twimg.com/profile_images/1786682225674592256/0KcGVabH_normal.jpg,False,37
youngvallen123,YUNG VAL,Do your best to be better everyday @realmadrid #HalaMadrid 🤍🤍#cristiano 🐐 #30BG  #Aporla15 🏆,1380167364256407552,1066,49459,https://pbs.twimg.com/profile_images/1797210426855374848/brM4bWF4_normal.jpg,False,903
Abdussalamkabir,Official Nakazalle,DVM in view lll One health advocate lll Stranger in this Dunya lIl Peace advocate and Humanity First ☮️,714446284,1979,35833,https://pbs.twimg.com/profile_images/1337427984542822401/5Pj74glf_normal.jpg,False,1853
X_DailyTrends,XTrends,Crafting purposeful humor | Inspiring laughter & insight | Cultivating positivity | Embracing inspiration!,1571489457144045572,9528,1646,https://pbs.twimg.com/profile_images/1803567204497055744/4mRthTte_normal.jpg,False,61
daniels_osi,Osinachi,"Most people go right...That's not me. I go left most of the time. Other times, I make people laugh.

If you like, go and believe what I tweet!",3419818894,2740,19263,https://pbs.twimg.com/profile_images/1536709568012726272/CX08YDrR_normal.jpg,False,1448
10_dreez,HOLVIB ✨❤️(Clothing Brand),"We specialize on Quality Plain T-SHIRT,Face Cap, Jogger's, Hoodie's,Headwarmer(Beanie),Sneakers, Accessories etc.... Tel📞 07084240179,08079443615",1209596638274215937,44040,351726,https://pbs.twimg.com/profile_images/1810718270334357504/_3XxEbw3_normal.jpg,False,4564
OjiUgo_nwa,ỌjịUgo™️🍫👁️‍🗨️,"God first|| Jeremiah 29:11-13|| Business analyst|| Environmentalist || Igbo Princess || Obidient || Ada Aro Okeigbo, Nde o gara mba ka mba di ugwu 🌹",1235642346768867332,19616,145082,https://pbs.twimg.com/profile_images/1794501838693171200/e6hU45oS_normal.jpg,False,3277
kingdino__27,Kingsley Chibueze.,Freedom Is The Source Of Everything Worth Living For.📍Engineer📍Entrepreneur📍@FCBarcelona📍General update account.,1230642649696210945,16541,71736,https://pbs.twimg.com/profile_images/1808474218767495168/Dw2H4m0I_normal.jpg,False,12935
ako_na_uche_x,Ako na Uche,"The Axe Forgets…The Tree Remembers. One man on a mission to empower Igbo businesses, celebrate Igbo culture and promote unification of Igbos worldwide",1727939223334834176,177,901,https://pbs.twimg.com/profile_images/1727939604139937792/DHdBHA-i_normal.jpg,False,90
renoomokri,Reno Omokri,Gospeller. #FreeLeahSharibu activist. #TableShaker. #1 Bestselling Author. @BusinessInsider Influencer of 2022. Hollywood Film Festival Awardee. Globetrotter.,264248576,2582609,2209,https://pbs.twimg.com/profile_images/1783119171905110017/H3Z_hm_G_normal.jpg,False,23
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85630,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
JotechTracking,CAR TRACKER,We are Nigeria's no1 Car tracking company. We offer sales and installation of the most reliable gps tracking devices📲 08069591473  07011484266,1269217924730048513,2652,34253,https://pbs.twimg.com/profile_images/1758403697237688320/_k22p8nw_normal.jpg,False,1528
adaeze_dominion,Adaeze Dominion,“It is the responsibility of intellectuals to speak the truth and expose lies” I love good governance and a working society. Fabrics  vendor. Chelsea FC 💙,1616026557151068161,783,6090,https://pbs.twimg.com/profile_images/1616036739818180608/JfIIKsbY_normal.jpg,False,794
Onye_Game,Eziokwu bụ Ndụ,Igbo nationalist | Scientist,405167896,2445,10197,https://pbs.twimg.com/profile_images/1689023761721282560/GxUWJwrl_normal.jpg,False,771
Emiearth,Emmanuel Etim,"It's a result, not a scoreline™ 🎙️",83651066,105485,205,https://pbs.twimg.com/profile_images/1452197238650908677/cLhJkMVi_normal.jpg,False,861
Oluomoofderby,🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Political Analyst|Good governance advocate|Founder @NIUKCommunity|@everythingdeyuk Oluomoofderby@yahoo.com,1053543192,99717,254648,https://pbs.twimg.com/profile_images/1789289472196018177/_DAfIKoo_normal.jpg,False,3057
AdemolaVictorTv,Dr. Victor Ademola,Sports Lover - Ph.D. Exercise Physiology (@UnilagNigeria) 📧: ademolavd@gmail.com | 75k+ subs on YouTube,873762035468820481,1602,8771,https://pbs.twimg.com/profile_images/1553144076383526918/Pcx7qEaE_normal.jpg,False,2239
OoTheNigerian,Oo Nwoye,,11990002,21337,7954,https://pbs.twimg.com/profile_images/1400549106/Oo_1_normal.png,False,2
NIUKCommunity,Nigerians in the UK 🇳🇬🇬🇧,Official Page for the Nigerians in UK Community where we support Nigerians based in the UK. Join via link https://t.co/DTkecW1qWJ,1566906566695174144,64284,19981,https://pbs.twimg.com/profile_images/1567818169451945984/LRextWF7_normal.jpg,False,100
_massterlee,Masster Lee,I’m fun(ny) #Blackchinese   For ads/Promo ✉️: massterlee62@gmail.com,402512566,11687,634,https://pbs.twimg.com/profile_images/1382310873813909504/Tvly2Btv_normal.jpg,False,412
chizzi_vincents,Chizzi Vincents,Junior Data Analyst | Historian | OBIdient,1481523352737140742,1709,50488,https://pbs.twimg.com/profile_images/1806813769902825472/Idu-cod9_normal.jpg,False,1220
ConfamNewsNG,Confam News,Your voice online.,1698140205297893376,111,189,https://pbs.twimg.com/profile_images/1700556810711633920/eL5tyYEl_normal.jpg,False,15
flyairpeace,Air Peace,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria and beyond. No Shortcuts, Safety First, Great Service.",2364221636,85630,9371,https://pbs.twimg.com/profile_images/1346923612272427013/SDkqFfe-_normal.jpg,False,188
