display_name,username,user_description,user_id,followers_count,favourites_count,avatar,is_verified,following_count
PiggyBankNG,PiggyVest,"Save, Invest and Grow your money with ease. Earn 8-17% on savings and up to 35% on investments. Download Piggyvest on iOS and Android. This is our ONLY page! ⚠️",4714760909,200288,7556,https://pbs.twimg.com/profile_images/1742154486989099010/Sc4jRFll_normal.jpg,False,21
temitopepr,𝐓𝐞𝐦𝐢𝐓𝐨𝐩𝐞.𝐏𝐑🕵️‍♂️🔥,• 𝙥𝙪𝙗𝙡𝙞𝙘𝙞𝙨𝙩 🔌🔊 • 𝙨𝙤𝙘𝙞𝙖𝙡 𝙢𝙚𝙙𝙞𝙖 𝙨𝙩𝙧𝙖𝙩𝙚𝙜𝙞𝙨𝙩 📈🌍 • 𝙙𝙞𝙜𝙞𝙩𝙖𝙡 𝙢𝙖𝙧𝙠𝙚𝙩𝙚𝙧 👨🏾‍💻❤️ •,1267165753687658500,9722,198972,https://pbs.twimg.com/profile_images/1811045269208727552/1jEB8JU0_normal.jpg,False,1992
paragayoudothis,AjelojuoniLe😂❤️,Around you everytime 🌚👀 HALA MADRID🤍❤️ “Don’t take me serious” 😂,1519689912886378496,9980,493754,https://pbs.twimg.com/profile_images/1763435880604139520/R7A_rSaF_normal.jpg,False,2158
jemmyajibola,BigJemmy,PATRONIZE ME   😊😔….,1157265391179186178,4752,249709,https://pbs.twimg.com/profile_images/1771303647734853632/fL9pU160_normal.jpg,False,3038
TrendingEx,Trending Explained,Ever wondered why something was trending? || We post the original reason a word is Trending. || Updated every 3/4hrs || Since 09/23 || DM for Ads & Collabs📩,1397355214580092932,45735,114,https://pbs.twimg.com/profile_images/1760052475485200385/NklY9346_normal.jpg,False,0
nisfornimi,𝒩𝒾𝓂𝒾 ✨,Producer | Social Media Manager @hiptv | Content Creator | Media & Entertainment,2391242593,2075,19903,https://pbs.twimg.com/profile_images/1809687694072770564/va7ZXnR3_normal.jpg,False,1085
the_smallie,SMALLIE,Smallie wey no small ⭐️ contactsmallie@gmail.com,1060042156092600320,902404,131566,https://pbs.twimg.com/profile_images/1738277519608963072/tKo4TP-6_normal.jpg,False,6522
sholawa,R&F,The goal remains the same.. Flourish! I curate the best human hair at factory prices via @thairbeautycoop | Certified Cloud Engineer 🚀#Winning2024,200088029,4483,6259,https://pbs.twimg.com/profile_images/1760928382479437824/Modf0Oqy_normal.jpg,False,1201
TheSonOfGeorge,Catch22,We go run am,1211194544,1879,72745,https://pbs.twimg.com/profile_images/1059198036881104897/Ymajd91e_normal.jpg,False,1919
J0shuaOnX,Josh 🔴🇳🇬,"❤️ LET LOVE LEAD ❤️
Arsenal's favorite fan.

~ PO is coming 🇳🇬

#COYG",1312789636608131079,73,25183,https://pbs.twimg.com/profile_images/1781307411917115392/3rypuiYG_normal.jpg,False,249
thefaceoflight,IHECHUKWU ✨✨,"If you need me, please hesitate to reach me. 💊💊",3148348920,1824,15342,https://pbs.twimg.com/profile_images/1818025077285294080/lwNPVIm1_normal.jpg,False,1095
Leopridas,ADENIYI OLUWASEYI,"#AgribusinessConsultant, #BusinessCoach, #ClimateChange & #AgricInfluencer",608212695,122534,968,https://pbs.twimg.com/profile_images/1192883897098522625/P3gAM2cv_normal.jpg,False,108177
BankoleBbanks,Biodun Akinware,,1211635651671494656,341,66497,https://pbs.twimg.com/profile_images/1815646438778458112/WW_oQcnM_normal.jpg,False,1167
piink_carnation,ella,Braider|| Nontech in tech|| Customer experience/customer success| Voice overs||. Instagram: @braidsville_ xxxxxx mind the business that pays you #funny,1136421843777269760,4904,34278,https://pbs.twimg.com/profile_images/1739653470842392576/0xCHXnIv_normal.jpg,False,1185
a__vanita,Anita Vams,"Owner, Shopvams. Perfumery and Aromatherapy | Brand influencer | You can send a message on WhatsApp for more inquiries https://t.co/ZbM7AK5pXY",907351946734030849,109905,14631,https://pbs.twimg.com/profile_images/1502654714101571587/So7lXxIm_normal.jpg,False,9110
bodiseree,Bestfits,"Fashion accessories||unisex tees||gowns and footwears.
(Nationwide delivery)PBD||1523.

Amateur d'art||Content writer",1317910331432239106,806,40990,https://pbs.twimg.com/profile_images/1700845056800784384/42zQ-EKk_normal.jpg,False,822
AScully789,TARNISHED ONE (ikorodu nanami),"i was 16 with the rusty dots
where do you think that i got the name from?",1370357840674758657,1223,326335,https://pbs.twimg.com/profile_images/1802262981968822272/pl6vLbWN_normal.jpg,False,4971
